"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/vgas/SEE_4C-8R_SRR11178051_06-04-2020-02-26-19.csv",,,,"Date:","04 Jun 2020 02:34:16 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.083,0.183,81.981,86.173,17.578,49.096,0.000,5.753,0.496,2.440,2.010,1.080,1,1,0.120,11661312,8574074880,04-06 02:34:16,1591248856.862
1,23,760,747,0,0,0,21,0,2.440,2.010,1.080,2,0,0,11661312,8574074880,04-06 02:34:17,1591248857.863
0,2,463,366,0,0,0,3,1,2.440,2.010,1.080,1,0,0,11661312,8574074880,04-06 02:34:18,1591248858.863
0,0,521,344,0,0,0,2,0,2.320,2,1.080,1,0,0,11661312,8574074880,04-06 02:34:19,1591248859.863
0,2,510,337,0,0,0,5,1,2.320,2,1.080,1,0,0,11661312,8574074880,04-06 02:34:20,1591248860.863
0,0,421,263,0,0,0,3,0,2.320,2,1.080,1,0,0,11661312,8574074880,04-06 02:34:21,1591248861.863
0,10,392,238,0,0,0,12,1,2.320,2,1.080,1,1,0,11661312,8574074880,04-06 02:34:22,1591248862.863
1,16,418,258,0,0,0,17,0,2.320,2,1.080,1,0,0,11661312,8574074880,04-06 02:34:23,1591248863.863
0,0,411,271,0,0,0,10,1,2.220,1.980,1.080,1,0,0,11661312,8574074880,04-06 02:34:24,1591248864.863
0,2,377,276,0,0,0,7,0,2.220,1.980,1.080,1,0,0,11661312,8574074880,04-06 02:34:25,1591248865.863
0,0,351,271,0,0,0,7,1,2.220,1.980,1.080,1,0,0,11661312,8574074880,04-06 02:34:26,1591248866.863
0,0,386,320,0,0,0,3,0,2.220,1.980,1.080,1,0,0,11661312,8574074880,04-06 02:34:27,1591248867.863
0,2,379,322,0,0,0,5,1,2.220,1.980,1.080,1,0,0,11661312,8574074880,04-06 02:34:28,1591248868.863
0,0,381,363,0,0,0,4,0,2.120,1.960,1.080,1,0,0,11661312,8574074880,04-06 02:34:29,1591248869.863
4,2,1541,2226,0,0,0,7,1,2.120,1.960,1.080,0,1,3,11661312,8574074880,04-06 02:34:30,1591248870.863
66,0,1436,1530,0,0,0,56,0,2.120,1.960,1.080,2,0,1,11661312,8574074880,04-06 02:34:31,1591248871.863
0,0,1314,1236,0,0,0,12,1,2.120,1.960,1.080,1,0,1,11661312,8574074880,04-06 02:34:32,1591248872.863
