"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastq_dump/SEE_4C-8R_SRR11178051_06-04-2020-02-11-56.csv",,,,"Date:","04 Jun 2020 02:11:56 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.083,0.176,81.342,85.775,17.588,48.783,0.000,5.709,0.496,0,0,0,0,0,0.114,11399168,8574337024,04-06 02:11:56,1591247516.426
0,2,141,131,0,0,0,14,1,0,0,0,0,0,0,11399168,8574337024,04-06 02:11:57,1591247517.427
0,0,179,153,0,0,0,40,0,0,0,0,0,0,1,11399168,8574337024,04-06 02:11:58,1591247518.427
0,0,151,136,0,0,0,29,1,0,0,0,0,0,1,11399168,8574337024,04-06 02:11:59,1591247519.427
0,0,148,117,0,0,0,36,0,0,0,0,0,0,0,11399168,8574337024,04-06 02:12:00,1591247520.427
0,5,169,162,0,0,0,43,1,0,0,0,0,0,1,11399168,8574337024,04-06 02:12:01,1591247521.427
0,0,250,212,0,0,0,104,0,0,0,0,0,0,1,11399168,8574337024,04-06 02:12:02,1591247522.427
0,3,269,221,0,0,0,96,1,0.080,0.020,0.010,1,0,1,11399168,8574337024,04-06 02:12:03,1591247523.427
0,1,192,157,0,0,0,58,0,0.080,0.020,0.010,0,0,1,11399168,8574337024,04-06 02:12:04,1591247524.427
0,0,264,203,0,0,0,125,1,0.080,0.020,0.010,0,0,0,11399168,8574337024,04-06 02:12:05,1591247525.427
0,2,264,214,0,0,0,113,0,0.080,0.020,0.010,2,0,0,11399168,8574337024,04-06 02:12:06,1591247526.427
0,0,298,164,0,0,0,152,0,0.080,0.020,0.010,0,0,0,11399168,8574337024,04-06 02:12:07,1591247527.427
0,2,335,226,0,0,0,170,1,0.070,0.020,0,0,0,0,11399168,8574337024,04-06 02:12:08,1591247528.427
0,0,311,209,0,0,0,164,0,0.070,0.020,0,0,0,0,11399168,8574337024,04-06 02:12:09,1591247529.427
0,0,336,336,0,0,0,124,1,0.070,0.020,0,0,0,1,11399168,8574337024,04-06 02:12:10,1591247530.427
0,2,363,361,0,0,0,139,0,0.070,0.020,0,2,0,0,11399168,8574337024,04-06 02:12:11,1591247531.427
0,0,339,402,0,0,0,99,1,0.070,0.020,0,0,0,0,11399168,8574337024,04-06 02:12:12,1591247532.427
0,2,369,399,0,0,0,139,0,0.310,0.070,0.020,0,0,0,11399168,8574337024,04-06 02:12:13,1591247533.427
0,0,355,358,0,0,0,135,1,0.310,0.070,0.020,0,0,1,11399168,8574337024,04-06 02:12:14,1591247534.427
0,0,362,372,0,0,0,144,0,0.310,0.070,0.020,0,0,0,11399168,8574337024,04-06 02:12:15,1591247535.427
0,0,351,374,0,0,0,116,1,0.310,0.070,0.020,0,0,0,11399168,8574337024,04-06 02:12:16,1591247536.427
0,2,348,400,0,0,0,110,0,0.310,0.070,0.020,0,0,0,11399168,8574337024,04-06 02:12:17,1591247537.427
0,3,332,397,0,0,0,84,1,0.280,0.060,0.020,1,0,0,11399168,8574337024,04-06 02:12:18,1591247538.427
0,0,340,390,0,0,0,110,0,0.280,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:19,1591247539.427
0,0,329,390,0,0,0,99,1,0.280,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:20,1591247540.427
0,0,296,332,0,0,0,99,0,0.280,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:21,1591247541.427
0,2,354,397,0,0,0,114,1,0.280,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:22,1591247542.427
0,2,323,357,0,0,0,100,0,0.260,0.060,0.020,2,0,0,11399168,8574337024,04-06 02:12:23,1591247543.427
0,0,422,434,0,0,0,153,1,0.260,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:24,1591247544.427
0,0,372,403,0,0,0,130,0,0.260,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:25,1591247545.427
0,0,357,332,0,0,0,151,1,0.260,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:26,1591247546.427
0,2,403,429,0,0,0,141,0,0.260,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:27,1591247547.427
0,12,364,356,0,0,0,130,1,0.240,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:28,1591247548.427
0,0,356,406,0,0,0,101,0,0.240,0.060,0.020,1,0,0,11399168,8574337024,04-06 02:12:29,1591247549.427
0,0,377,397,0,0,0,147,1,0.240,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:30,1591247550.427
0,0,343,329,0,0,0,145,0,0.240,0.060,0.020,0,0,0,11399168,8574337024,04-06 02:12:31,1591247551.427
