"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178052_06-04-2020-02-53-09.csv",,,,"Date:","04 Jun 2020 02:53:19 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.095,0.192,82.972,86.640,17.793,59.910,0.000,5.775,0.496,1.650,1.990,1.730,1,0,0.130,19812352,8565923840,04-06 02:53:19,1591249999.576
22,0,857,895,0,0,0,27,0,1.600,1.970,1.730,0,1,16,19812352,8565923840,04-06 02:53:20,1591250000.578
21,2,579,666,0,0,0,28,1,1.600,1.970,1.730,0,1,0,19812352,8565923840,04-06 02:53:21,1591250001.578
20,0,620,755,0,0,0,25,0,1.600,1.970,1.730,0,0,1,19812352,8565923840,04-06 02:53:22,1591250002.578
9,9,779,1023,0,0,0,20,1,1.600,1.970,1.730,3,1,2,19812352,8565923840,04-06 02:53:23,1591250003.578
1,177,1523,971,0,0,0,181,0,1.600,1.970,1.730,2,1,0,19812352,8565923840,04-06 02:53:24,1591250004.578
1,110,656,453,0,0,0,112,1,1.630,1.980,1.730,1,1,0,19812352,8565923840,04-06 02:53:25,1591250005.578
1,43,526,359,0,0,0,47,0,1.630,1.980,1.730,1,1,0,19812352,8565923840,04-06 02:53:26,1591250006.578
0,25,516,388,0,0,0,32,1,1.630,1.980,1.730,1,0,0,19812352,8565923840,04-06 02:53:27,1591250007.578
0,0,421,278,0,0,0,10,0,1.630,1.980,1.730,1,0,0,19812352,8565923840,04-06 02:53:28,1591250008.578
0,0,420,309,0,0,0,4,1,1.630,1.980,1.730,1,0,0,19812352,8565923840,04-06 02:53:29,1591250009.577
0,7,413,314,0,0,0,14,0,1.580,1.960,1.730,1,0,0,19812352,8565923840,04-06 02:53:30,1591250010.578
0,0,375,311,0,0,0,2,1,1.580,1.960,1.730,1,0,0,19812352,8565923840,04-06 02:53:31,1591250011.578
0,2,440,380,0,0,0,6,0,1.580,1.960,1.730,1,0,0,19812352,8565923840,04-06 02:53:32,1591250012.578
0,0,530,588,0,0,0,4,1,1.580,1.960,1.730,1,0,0,19812352,8565923840,04-06 02:53:33,1591250013.578
0,0,584,736,0,0,0,4,0,1.580,1.960,1.730,1,0,0,19812352,8565923840,04-06 02:53:34,1591250014.578
0,3,683,915,0,0,0,19,1,1.530,1.940,1.720,1,0,0,19812352,8565923840,04-06 02:53:35,1591250015.578
0,0,754,1157,0,0,0,11,0,1.530,1.940,1.720,1,0,0,19812352,8565923840,04-06 02:53:36,1591250016.578
4,2,604,924,0,0,0,12,1,1.530,1.940,1.720,0,1,0,19812352,8565923840,04-06 02:53:37,1591250017.578
37,0,538,793,0,0,0,44,0,1.530,1.940,1.720,0,1,0,19812352,8565923840,04-06 02:53:38,1591250018.578
34,0,251,339,0,0,0,39,1,1.530,1.940,1.720,0,1,0,19812352,8565923840,04-06 02:53:39,1591250019.578
15,2,218,280,0,0,0,21,0,1.490,1.930,1.720,0,1,1,19812352,8565923840,04-06 02:53:40,1591250020.578
30,0,932,1210,0,0,0,45,1,1.490,1.930,1.720,0,1,1,19812352,8565923840,04-06 02:53:41,1591250021.578
38,0,156,289,0,0,0,41,0,1.490,1.930,1.720,0,1,0,19812352,8565923840,04-06 02:53:42,1591250022.578
16,2,231,374,0,0,0,22,1,1.490,1.930,1.720,0,1,0,19812352,8565923840,04-06 02:53:43,1591250023.578
25,0,378,507,0,0,0,26,0,1.490,1.930,1.720,0,1,0,19812352,8565923840,04-06 02:53:44,1591250024.578
20,0,275,321,0,0,0,36,1,1.450,1.910,1.710,0,1,1,19812352,8565923840,04-06 02:53:45,1591250025.578
10,2,1180,1219,0,0,0,23,0,1.450,1.910,1.710,2,0,1,19812352,8565923840,04-06 02:53:46,1591250026.578
37,0,728,569,0,0,0,47,1,1.450,1.910,1.710,1,1,0,19812352,8565923840,04-06 02:53:47,1591250027.578
30,0,581,359,0,0,0,36,0,1.450,1.910,1.710,1,1,0,19812352,8565923840,04-06 02:53:48,1591250028.577
63,2,554,509,0,0,0,69,1,1.450,1.910,1.710,0,1,0,19812352,8565923840,04-06 02:53:49,1591250029.578
66,1,395,451,0,0,0,68,0,1.410,1.900,1.710,0,1,0,19812352,8565923840,04-06 02:53:50,1591250030.578
46,2,435,532,0,0,0,48,1,1.410,1.900,1.710,0,1,1,19812352,8565923840,04-06 02:53:51,1591250031.578
28,16,390,433,0,0,0,39,0,1.410,1.900,1.710,0,1,0,19812352,8565923840,04-06 02:53:52,1591250032.578
