"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178052_06-04-2020-03-29-36.csv",,,,"Date:","04 Jun 2020 03:29:37 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.106,0.208,84.901,87.503,17.905,80.246,0.000,5.809,0.496,2.230,2.260,2.060,1,1,0.149,35074048,8550662144,04-06 03:29:37,1591252177.079
0,1,2636,3149,0,0,0,4,0,2.230,2.260,2.060,1,0,18,35074048,8550662144,04-06 03:29:38,1591252178.080
0,0,770,655,0,0,0,10,1,2.230,2.260,2.060,1,0,0,35074048,8550662144,04-06 03:29:39,1591252179.080
0,2,530,464,0,0,0,5,0,2.230,2.260,2.060,1,0,0,35074048,8550662144,04-06 03:29:40,1591252180.080
0,0,533,443,0,0,0,11,1,2.230,2.260,2.060,2,0,0,35074048,8550662144,04-06 03:29:41,1591252181.080
0,5,549,377,0,0,0,15,0,2.210,2.250,2.060,1,0,0,35074048,8550662144,04-06 03:29:42,1591252182.080
0,2,466,355,0,0,0,11,1,2.210,2.250,2.060,2,0,0,35074048,8550662144,04-06 03:29:43,1591252183.080
0,0,400,242,0,0,0,2,0,2.210,2.250,2.060,1,0,0,35074048,8550662144,04-06 03:29:44,1591252184.080
0,2,388,231,0,0,0,6,1,2.210,2.250,2.060,1,0,0,35074048,8550662144,04-06 03:29:45,1591252185.080
0,0,417,264,0,0,0,11,0,2.210,2.250,2.060,1,0,0,35074048,8550662144,04-06 03:29:46,1591252186.080
0,12,430,280,0,0,0,14,1,2.110,2.230,2.060,1,0,0,35074048,8550662144,04-06 03:29:47,1591252187.080
0,0,400,257,0,0,0,8,0,2.110,2.230,2.060,1,0,0,35074048,8550662144,04-06 03:29:48,1591252188.080
0,0,403,279,0,0,0,3,1,2.110,2.230,2.060,1,0,0,35074048,8550662144,04-06 03:29:49,1591252189.080
0,2,409,285,0,0,0,4,0,2.110,2.230,2.060,1,0,0,35074048,8550662144,04-06 03:29:50,1591252190.080
0,0,430,304,0,0,0,3,1,2.110,2.230,2.060,1,0,0,35074048,8550662144,04-06 03:29:51,1591252191.080
0,19,2030,2573,0,0,0,32,0,2.030,2.210,2.050,4,0,3,35074048,8550662144,04-06 03:29:52,1591252192.079
0,0,1188,1211,0,0,0,14,1,2.030,2.210,2.050,2,0,0,35074048,8550662144,04-06 03:29:53,1591252193.080
0,0,819,839,0,0,0,2,0,2.030,2.210,2.050,0,0,0,35074048,8550662144,04-06 03:29:54,1591252194.080
