"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178051_06-04-2020-03-38-45.csv",,,,"Date:","04 Jun 2020 03:38:47 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.110,0.212,85.445,87.744,18.012,82.975,0.000,5.817,0.496,1.930,2.180,2.140,1,2,0.155,36655104,8549081088,04-06 03:38:47,1591252727.188
1,101,2727,3540,0,0,0,105,0,1.930,2.180,2.140,3,0,18,36655104,8549081088,04-06 03:38:48,1591252728.189
0,0,1090,854,0,0,0,11,1,1.930,2.180,2.140,1,0,0,36655104,8549081088,04-06 03:38:49,1591252729.189
0,2,642,600,0,0,0,4,0,1.930,2.180,2.140,1,0,0,36655104,8549081088,04-06 03:38:50,1591252730.189
0,0,458,309,0,0,0,3,1,1.930,2.180,2.140,1,0,0,36655104,8549081088,04-06 03:38:51,1591252731.189
0,0,457,317,0,0,0,3,0,1.860,2.160,2.140,1,0,0,36655104,8549081088,04-06 03:38:52,1591252732.189
13,39,620,493,0,0,0,75,1,1.860,2.160,2.140,2,2,1,36655104,8549081088,04-06 03:38:53,1591252733.189
85,127,904,656,4096,0,0,205,0,1.860,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:38:54,1591252734.189
1,94,662,358,0,0,0,109,1,1.860,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:38:55,1591252735.189
0,44,572,358,0,0,0,55,0,1.860,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:38:56,1591252736.189
0,9,451,278,0,0,0,12,1,1.870,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:38:57,1591252737.189
0,6,513,435,0,0,0,9,0,1.870,2.160,2.140,1,3,0,36655104,8549081088,04-06 03:38:58,1591252738.189
0,22,243,537,0,0,0,31,1,1.870,2.160,2.140,1,4,0,36655104,8549081088,04-06 03:38:59,1591252739.188
1,67,594,413,0,0,0,73,0,1.870,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:39:00,1591252740.189
0,71,634,379,0,0,0,84,1,1.870,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:39:01,1591252741.189
1,75,610,416,0,0,0,79,0,1.880,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:39:02,1591252742.189
1,143,884,651,0,0,0,153,1,1.880,2.160,2.140,1,1,0,36655104,8549081088,04-06 03:39:03,1591252743.189
0,72,619,379,0,0,0,73,0,1.880,2.160,2.140,1,0,0,36655104,8549081088,04-06 03:39:04,1591252744.189
0,1,467,352,0,0,0,12,1,1.880,2.160,2.140,1,0,0,36655104,8549081088,04-06 03:39:05,1591252745.189
0,0,458,408,0,0,0,8,0,1.880,2.160,2.140,1,0,0,36655104,8549081088,04-06 03:39:06,1591252746.189
0,0,474,434,0,0,0,5,1,1.810,2.140,2.130,1,0,0,36655104,8549081088,04-06 03:39:07,1591252747.189
0,2,491,446,0,0,0,16,0,1.810,2.140,2.130,1,0,0,36655104,8549081088,04-06 03:39:08,1591252748.189
0,0,490,449,0,0,0,7,1,1.810,2.140,2.130,1,0,0,36655104,8549081088,04-06 03:39:09,1591252749.189
0,0,485,443,0,0,0,5,0,1.810,2.140,2.130,1,0,0,36655104,8549081088,04-06 03:39:10,1591252750.189
0,0,494,470,0,0,0,10,1,1.810,2.140,2.130,1,0,0,36655104,8549081088,04-06 03:39:11,1591252751.189
0,0,510,495,0,0,0,4,0,1.740,2.120,2.120,1,0,0,36655104,8549081088,04-06 03:39:12,1591252752.189
0,0,541,547,0,0,0,19,1,1.740,2.120,2.120,1,0,0,36655104,8549081088,04-06 03:39:13,1591252753.189
0,2,539,568,0,0,0,14,0,1.740,2.120,2.120,1,0,0,36655104,8549081088,04-06 03:39:14,1591252754.189
0,0,549,612,0,0,0,7,1,1.740,2.120,2.120,1,0,0,36655104,8549081088,04-06 03:39:15,1591252755.189
0,0,535,601,0,0,0,4,0,1.740,2.120,2.120,1,0,0,36655104,8549081088,04-06 03:39:16,1591252756.189
0,0,567,658,0,0,0,11,1,1.680,2.100,2.120,1,0,0,36655104,8549081088,04-06 03:39:17,1591252757.189
0,0,2063,2984,0,0,0,4,0,1.680,2.100,2.120,3,0,4,36655104,8549081088,04-06 03:39:18,1591252758.189
0,22,1222,1152,0,0,0,25,1,1.680,2.100,2.120,3,0,1,36655104,8549081088,04-06 03:39:19,1591252759.189
0,2,1021,1215,0,0,0,6,0,1.680,2.100,2.120,0,0,0,36655104,8549081088,04-06 03:39:20,1591252760.189
