"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178050_06-04-2020-02-59-56.csv",,,,"Date:","04 Jun 2020 03:00:09 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.097,0.195,83.368,86.786,17.838,64.962,0.000,5.781,0.496,2.160,2.370,1.980,1,0,0.133,23760896,8561975296,04-06 03:00:09,1591250409.965
23,0,879,895,0,0,0,36,1,2.070,2.350,1.970,0,1,12,23760896,8561975296,04-06 03:00:10,1591250410.967
36,2,890,1033,0,0,0,42,0,2.070,2.350,1.970,0,1,0,23760896,8561975296,04-06 03:00:11,1591250411.967
36,0,415,438,0,0,0,48,1,2.070,2.350,1.970,0,1,0,23760896,8561975296,04-06 03:00:12,1591250412.967
25,0,289,316,0,0,0,29,0,2.070,2.350,1.970,0,1,0,23760896,8561975296,04-06 03:00:13,1591250413.967
11,4,654,890,0,0,0,19,1,2.070,2.350,1.970,2,1,3,23760896,8561975296,04-06 03:00:14,1591250414.967
9,2,1021,1077,0,0,0,16,0,2.230,2.370,1.980,1,0,1,23760896,8561975296,04-06 03:00:15,1591250415.967
0,5,712,728,0,0,0,18,1,2.230,2.370,1.980,1,0,0,23760896,8561975296,04-06 03:00:16,1591250416.967
0,2,510,409,0,0,0,12,0,2.230,2.370,1.980,1,0,0,23760896,8561975296,04-06 03:00:17,1591250417.967
0,0,555,423,0,0,0,12,1,2.230,2.370,1.980,1,0,0,23760896,8561975296,04-06 03:00:18,1591250418.967
0,30,497,309,0,0,0,28,0,2.230,2.370,1.980,2,0,0,23760896,8561975296,04-06 03:00:19,1591250419.967
0,0,464,324,0,0,0,5,1,2.130,2.350,1.980,1,0,0,23760896,8561975296,04-06 03:00:20,1591250420.967
0,0,446,317,0,0,0,5,0,2.130,2.350,1.980,1,0,0,23760896,8561975296,04-06 03:00:21,1591250421.967
0,2,489,385,0,0,0,10,1,2.130,2.350,1.980,0,0,0,23760896,8561975296,04-06 03:00:22,1591250422.967
0,0,475,373,0,0,0,2,0,2.130,2.350,1.980,1,0,0,23760896,8561975296,04-06 03:00:23,1591250423.967
0,5,456,369,0,0,0,8,1,2.130,2.350,1.980,1,0,0,23760896,8561975296,04-06 03:00:24,1591250424.967
0,0,406,368,0,0,0,6,0,2.040,2.330,1.970,1,0,0,23760896,8561975296,04-06 03:00:25,1591250425.967
2,0,413,431,0,0,0,9,1,2.040,2.330,1.970,0,1,0,23760896,8561975296,04-06 03:00:26,1591250426.967
34,2,421,690,0,0,0,43,0,2.040,2.330,1.970,0,1,0,23760896,8561975296,04-06 03:00:27,1591250427.967
57,0,370,468,0,0,0,70,1,2.040,2.330,1.970,0,1,0,23760896,8561975296,04-06 03:00:28,1591250428.967
17,114,417,463,0,0,0,143,0,2.040,2.330,1.970,1,2,1,23760896,8561975296,04-06 03:00:29,1591250429.967
24,107,403,455,0,0,0,130,1,2.110,2.340,1.980,0,2,0,23760896,8561975296,04-06 03:00:30,1591250430.967
19,47,311,316,0,0,0,73,0,2.110,2.340,1.980,0,2,0,23760896,8561975296,04-06 03:00:31,1591250431.967
14,75,905,1227,0,0,0,95,1,2.110,2.340,1.980,1,2,2,23760896,8561975296,04-06 03:00:32,1591250432.967
18,61,415,458,0,0,0,85,0,2.110,2.340,1.980,0,1,0,23760896,8561975296,04-06 03:00:33,1591250433.967
12,0,143,182,0,0,0,18,1,2.110,2.340,1.980,0,1,0,23760896,8561975296,04-06 03:00:34,1591250434.967
10,2,164,200,0,0,0,14,0,2.020,2.320,1.970,0,1,0,23760896,8561975296,04-06 03:00:35,1591250435.967
42,0,392,429,0,0,0,59,1,2.020,2.320,1.970,0,1,0,23760896,8561975296,04-06 03:00:36,1591250436.967
25,0,311,373,0,0,0,34,0,2.020,2.320,1.970,1,1,0,23760896,8561975296,04-06 03:00:37,1591250437.967
35,2,250,258,0,0,0,40,1,2.020,2.320,1.970,0,1,0,23760896,8561975296,04-06 03:00:38,1591250438.967
24,0,284,316,0,0,0,28,0,2.020,2.320,1.970,0,1,0,23760896,8561975296,04-06 03:00:39,1591250439.967
27,0,832,913,0,0,0,37,1,2.100,2.330,1.980,3,0,2,23760896,8561975296,04-06 03:00:40,1591250440.967
1,1,969,746,0,0,0,5,0,2.100,2.330,1.980,3,0,0,23760896,8561975296,04-06 03:00:41,1591250441.967
9,0,640,408,0,0,0,18,1,2.100,2.330,1.980,0,1,0,23760896,8561975296,04-06 03:00:42,1591250442.967
24,1,177,190,0,0,0,26,0,2.100,2.330,1.980,0,1,0,23760896,8561975296,04-06 03:00:43,1591250443.967
10,2,142,187,0,0,0,18,1,2.100,2.330,1.980,0,1,0,23760896,8561975296,04-06 03:00:44,1591250444.967
38,0,342,402,0,0,0,42,0,2.010,2.310,1.970,0,1,0,23760896,8561975296,04-06 03:00:45,1591250445.967
21,2,281,302,0,0,0,35,1,2.010,2.310,1.970,0,1,0,23760896,8561975296,04-06 03:00:46,1591250446.967
56,0,395,496,0,0,0,64,0,2.010,2.310,1.970,0,1,0,23760896,8561975296,04-06 03:00:47,1591250447.967
45,0,313,322,0,0,0,54,1,2.010,2.310,1.970,0,1,0,23760896,8561975296,04-06 03:00:48,1591250448.967
53,0,618,678,0,0,0,59,0,2.010,2.310,1.970,0,1,1,23760896,8561975296,04-06 03:00:49,1591250449.967
17,2,202,227,0,0,0,24,1,1.930,2.290,1.970,1,0,0,23760896,8561975296,04-06 03:00:50,1591250450.967
14,0,290,317,0,0,0,17,0,1.930,2.290,1.970,0,1,0,23760896,8561975296,04-06 03:00:51,1591250451.967
25,0,334,387,0,0,0,33,1,1.930,2.290,1.970,0,1,0,23760896,8561975296,04-06 03:00:52,1591250452.967
12,6,247,279,0,0,0,20,0,1.930,2.290,1.970,0,0,0,23760896,8561975296,04-06 03:00:53,1591250453.967
