"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178050_06-04-2020-11-14-45.csv",,,,"Date:","04 Jun 2020 11:14:52 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.111,0.211,85.791,87.773,27.069,81.860,0.000,5.836,0.496,0.080,0.020,0.010,1,0,0.156,24342528,8561393664,04-06 11:14:52,1591280092.298
0,0,2080,2563,0,0,0,2,0,0.080,0.020,0.010,2,0,18,24342528,8561393664,04-06 11:14:53,1591280093.299
1,148,1524,1310,0,0,0,148,1,0.230,0.050,0.020,1,1,0,24342528,8561393664,04-06 11:14:54,1591280094.299
2,122,900,733,0,0,0,127,0,0.230,0.050,0.020,1,0,0,24342528,8561393664,04-06 11:14:55,1591280095.299
0,1,567,445,0,0,0,5,1,0.230,0.050,0.020,2,0,0,24342528,8561393664,04-06 11:14:56,1591280096.299
0,2,479,373,0,0,0,4,0,0.230,0.050,0.020,1,0,0,24342528,8561393664,04-06 11:14:57,1591280097.299
0,3,495,339,0,0,0,8,1,0.230,0.050,0.020,2,0,0,24342528,8561393664,04-06 11:14:58,1591280098.299
0,0,416,308,0,0,0,2,0,0.300,0.070,0.020,1,0,0,24342528,8561393664,04-06 11:14:59,1591280099.299
0,0,427,323,0,0,0,3,1,0.300,0.070,0.020,1,0,0,24342528,8561393664,04-06 11:15:00,1591280100.299
0,0,443,343,0,0,0,6,0,0.300,0.070,0.020,1,0,0,24342528,8561393664,04-06 11:15:01,1591280101.299
2,2,510,452,8192,0,0,8,1,0.300,0.070,0.020,1,0,3,24342528,8561393664,04-06 11:15:02,1591280102.299
0,2,494,458,0,0,0,7,0,0.300,0.070,0.020,2,0,0,24342528,8561393664,04-06 11:15:03,1591280103.299
0,0,503,485,0,0,0,8,1,0.350,0.080,0.030,1,0,0,24342528,8561393664,04-06 11:15:04,1591280104.299
0,0,1795,2633,0,0,0,1,0,0.350,0.080,0.030,4,0,3,24342528,8561393664,04-06 11:15:05,1591280105.299
0,0,1195,1142,0,0,0,3,1,0.350,0.080,0.030,2,0,0,24342528,8561393664,04-06 11:15:06,1591280106.299
0,6,1251,1251,0,0,0,9,0,0.350,0.080,0.030,1,0,0,24342528,8561393664,04-06 11:15:07,1591280107.299
