"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178051_06-04-2020-02-26-19.csv",,,,"Date:","04 Jun 2020 02:26:21 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.082,0.180,81.580,85.990,17.568,48.726,0.000,5.750,0.496,2.090,0.920,0.370,1,1,0.117,11399168,8574337024,04-06 02:26:21,1591248381.399
0,82,2759,3029,0,0,0,83,1,2.090,0.920,0.370,1,0,13,11399168,8574337024,04-06 02:26:22,1591248382.400
0,4,854,687,0,0,0,12,0,2.090,0.920,0.370,1,0,0,11399168,8574337024,04-06 02:26:23,1591248383.399
0,0,590,476,0,0,0,3,1,2.010,0.920,0.370,1,0,0,11399168,8574337024,04-06 02:26:24,1591248384.400
0,6,479,305,0,0,0,14,0,2.010,0.920,0.370,1,0,0,11399168,8574337024,04-06 02:26:25,1591248385.400
0,0,498,360,0,0,0,1,1,2.010,0.920,0.370,1,0,0,11399168,8574337024,04-06 02:26:26,1591248386.400
0,9,482,299,0,0,0,11,0,2.010,0.920,0.370,1,1,0,11399168,8574337024,04-06 02:26:27,1591248387.400
0,17,485,280,0,0,0,19,1,2.010,0.920,0.370,1,1,0,11399168,8574337024,04-06 02:26:28,1591248388.400
1,95,627,546,0,0,0,97,0,2.090,0.950,0.380,1,1,0,11399168,8574337024,04-06 02:26:29,1591248389.400
1,69,585,359,0,0,0,71,1,2.090,0.950,0.380,1,1,0,11399168,8574337024,04-06 02:26:30,1591248390.400
1,129,686,430,0,0,0,141,0,2.090,0.950,0.380,1,1,0,11399168,8574337024,04-06 02:26:31,1591248391.400
0,95,623,364,0,0,0,104,1,2.090,0.950,0.380,1,1,0,11399168,8574337024,04-06 02:26:32,1591248392.400
1,70,558,344,0,0,0,74,0,2.090,0.950,0.380,1,1,0,11399168,8574337024,04-06 02:26:33,1591248393.400
1,88,622,613,0,0,0,91,1,2.080,0.970,0.390,1,1,0,11399168,8574337024,04-06 02:26:34,1591248394.400
1,119,675,387,0,0,0,129,0,2.080,0.970,0.390,1,1,0,11399168,8574337024,04-06 02:26:35,1591248395.400
0,61,546,334,0,0,0,64,1,2.080,0.970,0.390,1,0,0,11399168,8574337024,04-06 02:26:36,1591248396.400
0,0,451,348,0,0,0,10,0,2.080,0.970,0.390,1,0,0,11399168,8574337024,04-06 02:26:37,1591248397.400
0,0,434,324,0,0,0,4,1,2.080,0.970,0.390,1,0,0,11399168,8574337024,04-06 02:26:38,1591248398.400
0,2,454,368,0,0,0,6,0,1.990,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:39,1591248399.400
0,0,450,361,0,0,0,16,1,1.990,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:40,1591248400.400
0,2,477,390,0,0,0,8,0,1.990,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:41,1591248401.400
0,0,463,375,0,0,0,3,1,1.990,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:42,1591248402.400
0,0,444,351,0,0,0,4,0,1.990,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:43,1591248403.400
0,0,479,425,0,0,0,5,1,1.910,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:44,1591248404.400
0,2,480,395,0,0,0,4,0,1.910,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:45,1591248405.400
0,0,491,431,0,0,0,2,0,1.910,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:46,1591248406.400
0,0,514,486,0,0,0,4,1,1.910,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:47,1591248407.400
0,0,501,471,0,0,0,5,0,1.910,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:48,1591248408.400
0,0,527,511,0,0,0,5,1,1.840,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:49,1591248409.400
0,0,539,540,0,0,0,2,0,1.840,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:50,1591248410.400
0,2,547,532,0,0,0,7,1,1.840,0.970,0.400,1,0,0,11399168,8574337024,04-06 02:26:51,1591248411.400
0,0,1920,2878,0,0,0,4,0,1.840,0.970,0.400,4,0,3,11399168,8574337024,04-06 02:26:52,1591248412.399
0,0,1325,1269,0,0,0,11,1,1.840,0.970,0.400,2,0,0,11399168,8574337024,04-06 02:26:53,1591248413.400
0,0,1269,1306,0,0,0,2,0,2.010,1.020,0.420,1,0,0,11399168,8574337024,04-06 02:26:54,1591248414.400
