"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/fastqc/SEE_4C-8R_SRR11178050_06-04-2020-03-35-44.csv",,,,"Date:","04 Jun 2020 03:35:52 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.108,0.210,85.279,87.638,18.017,82.995,0.000,5.814,0.496,2.130,2.540,2.240,0,1,0.152,36655104,8549081088,04-06 03:35:52,1591252552.801
162,29,2116,2737,0,0,0,164,1,2.130,2.540,2.240,3,0,19,36655104,8549081088,04-06 03:35:53,1591252553.802
8,0,1343,1240,0,0,0,16,0,2.130,2.540,2.240,2,0,0,36655104,8549081088,04-06 03:35:54,1591252554.802
0,0,629,582,0,0,0,11,1,2.130,2.540,2.240,1,0,0,36655104,8549081088,04-06 03:35:55,1591252555.802
0,0,545,396,0,0,0,3,0,2.130,2.540,2.240,2,0,0,36655104,8549081088,04-06 03:35:56,1591252556.802
0,2,487,368,0,0,0,5,1,2.040,2.510,2.230,1,0,0,36655104,8549081088,04-06 03:35:57,1591252557.802
0,7,501,326,0,0,0,11,0,2.040,2.510,2.230,1,0,0,36655104,8549081088,04-06 03:35:58,1591252558.802
0,0,463,303,0,0,0,6,1,2.040,2.510,2.230,1,0,0,36655104,8549081088,04-06 03:35:59,1591252559.802
0,0,442,286,0,0,0,10,0,2.040,2.510,2.230,1,0,0,36655104,8549081088,04-06 03:36:00,1591252560.802
0,0,475,359,0,0,0,4,1,2.040,2.510,2.230,1,0,0,36655104,8549081088,04-06 03:36:01,1591252561.802
0,0,476,349,0,0,0,4,0,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:02,1591252562.802
0,2,497,389,0,0,0,6,1,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:03,1591252563.802
0,1,520,441,0,0,0,10,0,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:04,1591252564.802
159,0,1316,1666,0,0,0,153,1,1.960,2.480,2.230,3,0,2,36655104,8549081088,04-06 03:36:05,1591252565.802
105,0,1443,2126,0,0,0,101,0,1.960,2.480,2.230,3,0,1,36655104,8549081088,04-06 03:36:06,1591252566.802
15,0,1017,922,0,0,0,27,1,1.960,2.480,2.230,2,1,1,36655104,8549081088,04-06 03:36:07,1591252567.802
