"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-21-19-41.csv",,,,"Date:","24 May 2020 21:19:41 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.062,0.332,126.343,182.199,8.571,277.976,0.000,6.541,0.496,2.080,1.410,1.280,3,1,0.124,537395200,8048340992,24-05 21:19:41,1590365981.161
19,0,230,307,65536,0,0,39,1,2.080,1.410,1.280,0,0,1,537395200,8048340992,24-05 21:19:42,1590365982.162
3,0,223,267,98304,0,0,36,0,2.080,1.410,1.280,0,0,1,537395200,8048340992,24-05 21:19:43,1590365983.163
2,0,168,240,65536,0,0,22,1,2.080,1.410,1.280,0,0,1,537133056,8048603136,24-05 21:19:44,1590365984.162
2,1,203,243,65536,0,0,42,0,2.080,1.410,1.280,0,0,1,537133056,8048603136,24-05 21:19:45,1590365985.162
2,4,228,282,65536,0,0,52,1,1.920,1.390,1.270,0,0,0,537133056,8048603136,24-05 21:19:46,1590365986.163
2,0,224,266,65536,0,0,43,0,1.920,1.390,1.270,0,0,2,537133056,8048603136,24-05 21:19:47,1590365987.162
3,0,246,294,98304,0,0,38,1,1.920,1.390,1.270,1,0,1,536870912,8048865280,24-05 21:19:48,1590365988.162
3,9,223,278,65536,0,0,44,0,1.920,1.390,1.270,0,0,1,536870912,8048865280,24-05 21:19:49,1590365989.162
3,0,390,363,98304,0,0,149,1,1.920,1.390,1.270,0,0,0,536870912,8048865280,24-05 21:19:50,1590365990.162
2,0,342,319,65536,0,0,141,0,1.760,1.360,1.270,0,0,0,536608768,8049127424,24-05 21:19:51,1590365991.162
2,2,404,287,65536,0,0,212,1,1.760,1.360,1.270,0,0,0,536608768,8049127424,24-05 21:19:52,1590365992.162
2,0,334,293,65536,0,0,141,0,1.760,1.360,1.270,0,0,0,536608768,8049127424,24-05 21:19:53,1590365993.162
1,2,387,320,32768,0,0,179,1,1.760,1.360,1.270,2,0,0,536608768,8049127424,24-05 21:19:54,1590365994.162
2,0,446,471,65536,0,0,164,0,1.760,1.360,1.270,0,0,1,536346624,8049389568,24-05 21:19:55,1590365995.163
2,0,415,461,65536,0,0,162,1,1.620,1.340,1.260,0,0,0,536346624,8049389568,24-05 21:19:56,1590365996.162
2,2,468,489,65536,0,0,179,0,1.620,1.340,1.260,1,0,0,536346624,8049389568,24-05 21:19:57,1590365997.162
2,0,357,621,65536,0,0,153,1,1.620,1.340,1.260,0,0,0,536346624,8049389568,24-05 21:19:58,1590365998.162
3,2,334,596,98304,0,0,134,0,1.620,1.340,1.260,0,0,0,536084480,8049651712,24-05 21:19:59,1590365999.163
2,22,369,585,65536,0,0,155,1,1.620,1.340,1.260,0,0,0,536084480,8049651712,24-05 21:20:00,1590366000.163
2,3,430,697,65536,0,0,188,0,1.490,1.320,1.250,0,0,1,536084480,8049651712,24-05 21:20:01,1590366001.162
2,2,362,593,65536,0,0,160,1,1.490,1.320,1.250,0,0,0,536084480,8049651712,24-05 21:20:02,1590366002.162
3,7,332,640,98304,0,0,114,0,1.490,1.320,1.250,0,0,0,535822336,8049913856,24-05 21:20:03,1590366003.163
3,0,304,606,65536,0,0,124,0,1.490,1.320,1.250,0,0,0,535822336,8049913856,24-05 21:20:04,1590366004.162
2,2,341,662,65536,0,0,135,1,1.490,1.320,1.250,0,0,0,535822336,8049913856,24-05 21:20:05,1590366005.162
3,5,330,569,98304,0,0,143,0,1.370,1.300,1.250,0,0,0,535560192,8050176000,24-05 21:20:06,1590366006.162
2,2,332,647,65536,0,0,139,1,1.370,1.300,1.250,0,0,0,535560192,8050176000,24-05 21:20:07,1590366007.162
2,3,353,633,65536,0,0,131,0,1.370,1.300,1.250,0,0,0,535560192,8050176000,24-05 21:20:08,1590366008.162
1,0,333,584,32768,0,0,141,1,1.370,1.300,1.250,0,0,0,535560192,8050176000,24-05 21:20:09,1590366009.163
2,2,354,626,65536,0,0,140,0,1.370,1.300,1.250,0,0,0,535298048,8050438144,24-05 21:20:10,1590366010.162
3,1,325,608,98304,0,0,129,1,1.260,1.270,1.240,0,0,0,535298048,8050438144,24-05 21:20:11,1590366011.162
2,2,378,683,65536,0,0,173,0,1.260,1.270,1.240,0,0,0,535298048,8050438144,24-05 21:20:12,1590366012.162
2,0,367,599,65536,0,0,160,1,1.260,1.270,1.240,0,0,0,535298048,8050438144,24-05 21:20:13,1590366013.162
2,2,315,620,65536,0,0,121,0,1.260,1.270,1.240,0,0,0,535035904,8050700288,24-05 21:20:14,1590366014.162
2,2,348,607,65536,0,0,143,1,1.260,1.270,1.240,0,0,0,535035904,8050700288,24-05 21:20:15,1590366015.162
2,3,402,604,65536,0,0,172,0,1.160,1.250,1.230,0,0,1,535035904,8050700288,24-05 21:20:16,1590366016.162
2,2,397,692,65536,0,0,188,1,1.160,1.250,1.230,0,0,0,535035904,8050700288,24-05 21:20:17,1590366017.162
2,0,342,623,65536,0,0,132,0,1.160,1.250,1.230,0,0,0,534773760,8050962432,24-05 21:20:18,1590366018.162
3,0,314,585,98304,0,0,126,1,1.160,1.250,1.230,0,0,0,534773760,8050962432,24-05 21:20:19,1590366019.162
2,20,383,698,65536,0,0,167,0,1.160,1.250,1.230,0,1,0,534773760,8050962432,24-05 21:20:20,1590366020.162
2,208,724,861,65536,0,0,308,1,1.150,1.250,1.230,0,0,0,534511616,8051224576,24-05 21:20:21,1590366021.162
