"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-21-11-16.csv",,,,"Date:","24 May 2020 21:11:16 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.060,0.330,126.247,182.118,4.728,268.137,0.000,6.524,0.496,2.020,2.330,1.520,0,1,0.123,525074432,8060661760,24-05 21:11:16,1590365476.933
170,9,522,779,0,0,0,164,0,2.020,2.330,1.520,0,1,1,525074432,8060661760,24-05 21:11:17,1590365477.934
188,1,630,725,0,0,0,207,1,2.020,2.330,1.520,0,0,0,525074432,8060661760,24-05 21:11:18,1590365478.934
31,0,273,296,0,0,0,56,0,2.020,2.330,1.520,0,0,1,525074432,8060661760,24-05 21:11:19,1590365479.934
1,0,163,208,0,0,0,27,1,1.860,2.290,1.510,0,0,0,525074432,8060661760,24-05 21:11:20,1590365480.934
5,0,196,245,0,0,0,37,0,1.860,2.290,1.510,0,0,1,525074432,8060661760,24-05 21:11:21,1590365481.934
0,0,200,247,0,0,0,38,1,1.860,2.290,1.510,0,0,1,525074432,8060661760,24-05 21:11:22,1590365482.934
0,2,223,257,0,0,0,52,0,1.860,2.290,1.510,0,0,1,525074432,8060661760,24-05 21:11:23,1590365483.934
0,0,202,223,0,0,0,44,1,1.860,2.290,1.510,0,0,1,525074432,8060661760,24-05 21:11:24,1590365484.934
0,0,215,245,0,0,0,39,0,1.790,2.270,1.510,0,0,1,525074432,8060661760,24-05 21:11:25,1590365485.934
0,9,293,322,0,0,0,92,1,1.790,2.270,1.510,0,0,0,525074432,8060661760,24-05 21:11:26,1590365486.934
0,0,380,321,0,0,0,154,0,1.790,2.270,1.510,0,0,0,525074432,8060661760,24-05 21:11:27,1590365487.934
0,21,352,281,0,0,0,155,1,1.790,2.270,1.510,0,0,0,525074432,8060661760,24-05 21:11:28,1590365488.934
0,0,339,292,0,0,0,124,0,1.790,2.270,1.510,0,0,0,525074432,8060661760,24-05 21:11:29,1590365489.934
0,0,400,297,0,0,0,181,1,1.650,2.230,1.500,1,0,1,525074432,8060661760,24-05 21:11:30,1590365490.934
0,2,356,359,0,0,0,122,0,1.650,2.230,1.500,0,0,1,525074432,8060661760,24-05 21:11:31,1590365491.934
0,0,409,483,0,0,0,125,1,1.650,2.230,1.500,0,0,0,525074432,8060661760,24-05 21:11:32,1590365492.934
0,2,422,426,0,0,0,177,0,1.650,2.230,1.500,0,0,0,525074432,8060661760,24-05 21:11:33,1590365493.934
0,0,401,438,0,0,0,140,1,1.650,2.230,1.500,2,0,0,525074432,8060661760,24-05 21:11:34,1590365494.934
0,2,427,484,0,0,0,142,0,1.510,2.190,1.490,0,0,0,525074432,8060661760,24-05 21:11:35,1590365495.934
0,2,410,479,0,0,0,147,1,1.510,2.190,1.490,0,0,0,525074432,8060661760,24-05 21:11:36,1590365496.934
0,0,381,438,0,0,0,128,0,1.510,2.190,1.490,0,0,0,525074432,8060661760,24-05 21:11:37,1590365497.934
0,68,445,544,0,0,0,211,1,1.510,2.190,1.490,0,0,0,525074432,8060661760,24-05 21:11:38,1590365498.934
0,0,352,680,0,0,0,142,0,1.510,2.190,1.490,0,0,0,525074432,8060661760,24-05 21:11:39,1590365499.934
0,0,280,610,0,0,0,109,1,1.390,2.150,1.480,0,0,0,525074432,8060661760,24-05 21:11:40,1590365500.934
0,4,328,562,0,0,0,153,0,1.390,2.150,1.480,0,1,0,525074432,8060661760,24-05 21:11:41,1590365501.934
0,39,352,558,0,0,0,178,1,1.390,2.150,1.480,2,0,0,525074432,8060661760,24-05 21:11:42,1590365502.934
49,8,500,752,8192,0,0,252,0,1.390,2.150,1.480,0,1,0,525074432,8060661760,24-05 21:11:43,1590365503.934
18,0,354,695,57344,0,0,135,1,1.390,2.150,1.480,0,1,0,525074432,8060661760,24-05 21:11:44,1590365504.934
20,2,368,629,69632,0,0,151,0,1.360,2.130,1.480,0,0,0,525074432,8060661760,24-05 21:11:45,1590365505.934
9,0,344,606,32768,0,0,149,1,1.360,2.130,1.480,0,1,0,525074432,8060661760,24-05 21:11:46,1590365506.934
10,2,457,755,32768,0,0,171,0,1.360,2.130,1.480,0,1,1,525074432,8060661760,24-05 21:11:47,1590365507.934
15,2,384,658,45056,0,0,160,1,1.360,2.130,1.480,1,0,0,525074432,8060661760,24-05 21:11:48,1590365508.934
0,0,338,604,0,0,0,130,0,1.360,2.130,1.480,0,0,0,525074432,8060661760,24-05 21:11:49,1590365509.934
0,0,378,665,0,0,0,178,1,1.250,2.100,1.470,0,0,0,525074432,8060661760,24-05 21:11:50,1590365510.934
0,0,407,692,0,0,0,199,0,1.250,2.100,1.470,0,0,0,525074432,8060661760,24-05 21:11:51,1590365511.934
0,2,394,670,0,0,0,185,1,1.250,2.100,1.470,0,0,0,525074432,8060661760,24-05 21:11:52,1590365512.934
0,2,325,628,0,0,0,147,0,1.250,2.100,1.470,0,0,0,525074432,8060661760,24-05 21:11:53,1590365513.934
0,0,349,684,0,0,0,149,1,1.250,2.100,1.470,0,0,0,525074432,8060661760,24-05 21:11:54,1590365514.934
0,0,303,689,0,0,0,129,0,1.150,2.060,1.470,0,0,0,525074432,8060661760,24-05 21:11:55,1590365515.934
0,0,342,632,0,0,0,164,1,1.150,2.060,1.470,0,0,0,525074432,8060661760,24-05 21:11:56,1590365516.934
4,2,394,686,16384,0,0,165,0,1.150,2.060,1.470,0,0,0,525074432,8060661760,24-05 21:11:57,1590365517.934
0,2,381,706,0,0,0,176,1,1.150,2.060,1.470,0,0,0,525074432,8060661760,24-05 21:11:58,1590365518.934
0,0,385,722,0,0,0,189,0,1.150,2.060,1.470,0,0,0,525074432,8060661760,24-05 21:11:59,1590365519.934
0,0,415,641,0,0,0,168,1,1.140,2.050,1.460,0,0,1,525074432,8060661760,24-05 21:12:00,1590365520.934
0,0,383,581,0,0,0,157,0,1.140,2.050,1.460,0,0,0,525074432,8060661760,24-05 21:12:01,1590365521.934
1,2,454,534,4096,0,0,156,1,1.140,2.050,1.460,0,0,0,525074432,8060661760,24-05 21:12:02,1590365522.934
0,2,448,544,0,0,0,152,0,1.140,2.050,1.460,0,0,0,525074432,8060661760,24-05 21:12:03,1590365523.934
0,0,407,476,0,0,0,139,1,1.140,2.050,1.460,0,0,0,525074432,8060661760,24-05 21:12:04,1590365524.934
0,0,373,461,0,0,0,122,0,1.050,2.010,1.450,0,0,0,525074432,8060661760,24-05 21:12:05,1590365525.934
0,3,422,506,0,0,0,145,1,1.050,2.010,1.450,0,0,0,525074432,8060661760,24-05 21:12:06,1590365526.934
0,2,421,628,0,0,0,144,0,1.050,2.010,1.450,0,0,0,525074432,8060661760,24-05 21:12:07,1590365527.934
0,0,328,647,0,0,0,147,1,1.050,2.010,1.450,0,0,0,525074432,8060661760,24-05 21:12:08,1590365528.934
0,79,443,683,0,0,0,229,0,1.050,2.010,1.450,0,1,0,525074432,8060661760,24-05 21:12:09,1590365529.934
0,75,516,573,0,0,0,211,1,0.960,1.980,1.450,0,0,0,525074432,8060661760,24-05 21:12:10,1590365530.934
