"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-19-31-04.csv",,,,"Date:","24 May 2020 19:31:04 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.057,0.321,125.477,181.565,3.158,26.447,0.000,6.429,0.496,1.810,0.770,0.470,1,0,0.118,41095168,8544641024,24-05 19:31:04,1590359464.053
0,0,180,230,0,0,0,13,1,1.810,0.770,0.470,0,0,0,41095168,8544641024,24-05 19:31:05,1590359465.054
0,0,224,265,0,0,0,36,0,1.660,0.760,0.470,0,0,1,41095168,8544641024,24-05 19:31:06,1590359466.054
0,0,190,257,0,0,0,24,1,1.660,0.760,0.470,0,0,1,41095168,8544641024,24-05 19:31:07,1590359467.054
0,0,228,274,0,0,0,49,0,1.660,0.760,0.470,0,0,1,41095168,8544641024,24-05 19:31:08,1590359468.054
0,7,258,288,0,0,0,60,1,1.660,0.760,0.470,0,0,1,41095168,8544641024,24-05 19:31:09,1590359469.054
0,2,227,265,0,0,0,43,0,1.660,0.760,0.470,0,0,1,41095168,8544641024,24-05 19:31:10,1590359470.054
0,0,224,297,0,0,0,41,1,1.530,0.750,0.460,0,0,1,41095168,8544641024,24-05 19:31:11,1590359471.054
0,2,293,350,0,0,0,95,0,1.530,0.750,0.460,0,0,0,41095168,8544641024,24-05 19:31:12,1590359472.054
0,39,407,298,0,0,0,165,1,1.530,0.750,0.460,0,0,0,41095168,8544641024,24-05 19:31:13,1590359473.054
0,0,378,305,0,0,0,179,0,1.530,0.750,0.460,0,0,0,41095168,8544641024,24-05 19:31:14,1590359474.054
0,0,391,351,0,0,0,128,1,1.530,0.750,0.460,0,0,1,41095168,8544641024,24-05 19:31:15,1590359475.054
0,2,398,302,0,0,0,197,0,1.410,0.730,0.460,2,0,0,41095168,8544641024,24-05 19:31:16,1590359476.054
0,20,401,364,0,0,0,161,1,1.410,0.730,0.460,0,0,1,41095168,8544641024,24-05 19:31:17,1590359477.054
0,0,436,477,0,0,0,155,0,1.410,0.730,0.460,0,0,0,41095168,8544641024,24-05 19:31:18,1590359478.054
0,0,447,502,0,0,0,149,1,1.410,0.730,0.460,0,0,0,41095168,8544641024,24-05 19:31:19,1590359479.054
