"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-21-45-42.csv",,,,"Date:","24 May 2020 21:45:42 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.068,0.336,126.721,182.496,76.708,378.602,0.000,6.584,0.496,1.830,2.040,1.510,0,1,0.127,631590912,7954145280,24-05 21:45:42,1590367542.979
302,0,844,1042,0,0,0,305,0,1.830,2.040,1.510,0,0,0,631590912,7954145280,24-05 21:45:43,1590367543.980
0,0,212,248,0,0,0,27,1,1.830,2.040,1.510,0,0,1,631590912,7954145280,24-05 21:45:44,1590367544.980
0,0,163,222,0,0,0,23,0,1.830,2.040,1.510,0,0,0,631590912,7954145280,24-05 21:45:45,1590367545.980
0,5,236,266,0,0,0,52,1,1.830,2.040,1.510,0,0,1,631590912,7954145280,24-05 21:45:46,1590367546.980
0,2,288,308,0,0,0,68,0,1.690,2.010,1.500,0,0,2,631590912,7954145280,24-05 21:45:47,1590367547.980
0,0,220,253,0,0,0,46,1,1.690,2.010,1.500,0,0,1,631590912,7954145280,24-05 21:45:48,1590367548.980
0,0,203,234,0,0,0,35,0,1.690,2.010,1.500,0,0,1,631590912,7954145280,24-05 21:45:49,1590367549.981
0,0,205,253,0,0,0,33,1,1.690,2.010,1.500,0,0,1,631590912,7954145280,24-05 21:45:50,1590367550.980
0,14,331,317,0,0,0,117,0,1.690,2.010,1.500,0,0,0,631590912,7954145280,24-05 21:45:51,1590367551.980
0,0,379,321,0,0,0,162,1,1.630,1.990,1.500,0,2,0,631590912,7954145280,24-05 21:45:52,1590367552.980
0,2,316,285,0,0,0,120,0,1.630,1.990,1.500,0,0,0,631590912,7954145280,24-05 21:45:53,1590367553.980
