"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-20-33-42.csv",,,,"Date:","24 May 2020 20:33:42 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.058,0.324,125.752,181.787,3.230,102.165,0.000,6.456,0.496,2.100,0.850,0.330,0,0,0.121,192937984,8392798208,24-05 20:33:42,1590363222.826
0,10,211,240,0,0,0,23,0,1.930,0.830,0.330,0,0,0,192937984,8392798208,24-05 20:33:43,1590363223.826
0,0,280,292,0,0,0,33,1,1.930,0.830,0.330,0,0,2,192937984,8392798208,24-05 20:33:44,1590363224.827
0,0,163,211,0,0,0,14,0,1.930,0.830,0.330,0,0,0,192937984,8392798208,24-05 20:33:45,1590363225.827
0,0,159,228,0,0,0,11,1,1.930,0.830,0.330,0,0,1,192937984,8392798208,24-05 20:33:46,1590363226.827
0,6,201,238,0,0,0,43,0,1.930,0.830,0.330,0,0,1,192937984,8392798208,24-05 20:33:47,1590363227.827
0,0,243,267,0,0,0,48,1,1.770,0.820,0.330,0,0,0,192937984,8392798208,24-05 20:33:48,1590363228.827
0,0,230,269,0,0,0,38,0,1.770,0.820,0.330,0,0,2,192937984,8392798208,24-05 20:33:49,1590363229.827
0,0,236,262,0,0,0,38,1,1.770,0.820,0.330,0,0,0,192937984,8392798208,24-05 20:33:50,1590363230.827
0,10,284,299,0,0,0,83,0,1.770,0.820,0.330,0,0,1,192937984,8392798208,24-05 20:33:51,1590363231.827
0,5,326,287,0,0,0,113,1,1.770,0.820,0.330,0,0,0,192937984,8392798208,24-05 20:33:52,1590363232.827
0,7,402,309,0,0,0,187,0,1.630,0.810,0.330,0,0,0,192937984,8392798208,24-05 20:33:53,1590363233.826
0,0,369,313,0,0,0,149,1,1.630,0.810,0.330,0,0,0,192937984,8392798208,24-05 20:33:54,1590363234.827
0,0,290,255,0,0,0,118,0,1.630,0.810,0.330,0,0,0,192937984,8392798208,24-05 20:33:55,1590363235.827
0,2,373,355,0,0,0,146,1,1.630,0.810,0.330,1,0,1,192937984,8392798208,24-05 20:33:56,1590363236.826
0,0,415,450,0,0,0,145,0,1.630,0.810,0.330,0,0,0,192937984,8392798208,24-05 20:33:57,1590363237.827
0,7,449,492,0,0,0,162,1,1.500,0.790,0.320,0,0,0,192937984,8392798208,24-05 20:33:58,1590363238.827
0,3,494,547,0,0,0,148,0,1.500,0.790,0.320,2,0,1,192937984,8392798208,24-05 20:33:59,1590363239.827
0,0,431,515,0,0,0,115,1,1.500,0.790,0.320,0,0,0,192937984,8392798208,24-05 20:34:00,1590363240.827
0,2,381,465,0,0,0,118,0,1.500,0.790,0.320,0,0,0,192937984,8392798208,24-05 20:34:01,1590363241.827
0,0,407,456,0,0,0,125,1,1.500,0.790,0.320,0,0,0,192937984,8392798208,24-05 20:34:02,1590363242.827
0,7,469,532,0,0,0,167,0,1.380,0.780,0.320,0,0,0,192937984,8392798208,24-05 20:34:03,1590363243.827
0,18,463,509,0,0,0,151,1,1.380,0.780,0.320,1,0,0,192937984,8392798208,24-05 20:34:04,1590363244.826
0,0,409,456,0,0,0,151,0,1.380,0.780,0.320,2,0,0,192937984,8392798208,24-05 20:34:05,1590363245.827
0,2,440,501,0,0,0,148,1,1.380,0.780,0.320,0,0,0,192937984,8392798208,24-05 20:34:06,1590363246.827
0,0,376,462,0,0,0,104,0,1.380,0.780,0.320,0,0,0,192937984,8392798208,24-05 20:34:07,1590363247.827
0,7,405,477,0,0,0,125,1,1.270,0.770,0.320,2,0,0,192937984,8392798208,24-05 20:34:08,1590363248.826
0,20,414,467,0,0,0,134,0,1.270,0.770,0.320,0,0,0,192937984,8392798208,24-05 20:34:09,1590363249.827
0,0,387,455,0,0,0,117,1,1.270,0.770,0.320,0,0,0,192937984,8392798208,24-05 20:34:10,1590363250.827
0,0,420,486,0,0,0,141,0,1.270,0.770,0.320,0,0,0,192937984,8392798208,24-05 20:34:11,1590363251.827
0,2,442,524,0,0,0,145,1,1.270,0.770,0.320,0,0,0,192937984,8392798208,24-05 20:34:12,1590363252.827
0,7,407,463,0,0,0,136,0,1.170,0.750,0.320,0,0,0,192937984,8392798208,24-05 20:34:13,1590363253.827
0,3,379,474,0,0,0,100,1,1.170,0.750,0.320,0,0,0,192937984,8392798208,24-05 20:34:14,1590363254.826
0,0,455,530,0,0,0,138,0,1.170,0.750,0.320,1,0,1,192937984,8392798208,24-05 20:34:15,1590363255.827
0,0,402,454,0,0,0,136,1,1.170,0.750,0.320,1,0,0,192937984,8392798208,24-05 20:34:16,1590363256.826
0,2,420,503,0,0,0,137,0,1.170,0.750,0.320,0,0,0,192937984,8392798208,24-05 20:34:17,1590363257.827
0,4,470,543,0,0,0,167,1,1.070,0.740,0.320,0,0,0,192937984,8392798208,24-05 20:34:18,1590363258.827
0,0,410,478,0,0,0,134,0,1.070,0.740,0.320,0,0,0,192937984,8392798208,24-05 20:34:19,1590363259.827
0,0,425,487,0,0,0,147,1,1.070,0.740,0.320,0,0,0,192937984,8392798208,24-05 20:34:20,1590363260.827
0,0,433,507,0,0,0,154,0,1.070,0.740,0.320,0,0,0,192937984,8392798208,24-05 20:34:21,1590363261.827
0,55,525,479,0,0,0,199,1,1.070,0.740,0.320,0,0,0,192937984,8392798208,24-05 20:34:22,1590363262.827
0,2,406,488,0,0,0,127,0,0.990,0.730,0.310,0,0,0,192937984,8392798208,24-05 20:34:23,1590363263.827
0,98,657,576,0,0,0,265,1,0.990,0.730,0.310,1,1,0,192937984,8392798208,24-05 20:34:24,1590363264.826
0,26,456,455,0,0,0,162,0,0.990,0.730,0.310,0,0,0,192937984,8392798208,24-05 20:34:25,1590363265.827
0,0,397,468,0,0,0,126,1,0.990,0.730,0.310,0,0,0,192937984,8392798208,24-05 20:34:26,1590363266.827
0,6,444,491,0,0,0,168,0,0.990,0.730,0.310,0,0,0,192937984,8392798208,24-05 20:34:27,1590363267.827
0,2,475,533,0,0,0,160,1,0.910,0.710,0.310,0,0,0,192937984,8392798208,24-05 20:34:28,1590363268.827
0,0,396,466,0,0,0,130,0,0.910,0.710,0.310,0,0,0,192937984,8392798208,24-05 20:34:29,1590363269.827
0,0,446,519,0,0,0,142,1,0.910,0.710,0.310,1,0,1,192937984,8392798208,24-05 20:34:30,1590363270.827
0,0,446,533,0,0,0,139,0,0.910,0.710,0.310,0,0,0,192937984,8392798208,24-05 20:34:31,1590363271.827
0,2,391,466,0,0,0,123,0,0.910,0.710,0.310,0,0,0,192937984,8392798208,24-05 20:34:32,1590363272.827
0,2,393,453,0,0,0,140,1,0.830,0.700,0.310,0,0,0,192937984,8392798208,24-05 20:34:33,1590363273.827
0,0,469,498,0,0,0,183,0,0.830,0.700,0.310,0,0,0,192937984,8392798208,24-05 20:34:34,1590363274.826
0,0,404,464,0,0,0,142,1,0.830,0.700,0.310,0,0,0,192937984,8392798208,24-05 20:34:35,1590363275.827
0,0,389,475,0,0,0,122,0,0.830,0.700,0.310,1,0,0,192937984,8392798208,24-05 20:34:36,1590363276.827
0,2,448,536,0,0,0,139,1,0.830,0.700,0.310,1,0,0,192937984,8392798208,24-05 20:34:37,1590363277.826
0,2,403,475,0,0,0,136,0,0.770,0.690,0.310,1,0,0,192937984,8392798208,24-05 20:34:38,1590363278.826
0,0,417,464,0,0,0,143,1,0.770,0.690,0.310,0,0,0,192937984,8392798208,24-05 20:34:39,1590363279.827
0,0,434,466,0,0,0,163,0,0.770,0.690,0.310,2,0,0,192937984,8392798208,24-05 20:34:40,1590363280.826
0,0,454,533,0,0,0,147,1,0.770,0.690,0.310,0,0,0,192937984,8392798208,24-05 20:34:41,1590363281.827
0,2,406,492,0,0,0,127,0,0.770,0.690,0.310,0,0,0,192937984,8392798208,24-05 20:34:42,1590363282.827
0,2,441,502,0,0,0,163,1,0.710,0.680,0.310,0,0,0,192937984,8392798208,24-05 20:34:43,1590363283.827
0,5,496,564,0,0,0,152,0,0.710,0.680,0.310,1,0,1,192937984,8392798208,24-05 20:34:44,1590363284.826
0,7,436,452,0,0,0,158,1,0.710,0.680,0.310,0,0,0,192937984,8392798208,24-05 20:34:45,1590363285.827
0,0,433,470,0,0,0,148,0,0.710,0.680,0.310,0,0,0,192937984,8392798208,24-05 20:34:46,1590363286.827
0,2,444,538,0,0,0,152,1,0.710,0.680,0.310,0,0,0,192937984,8392798208,24-05 20:34:47,1590363287.827
0,2,431,498,0,0,0,142,0,0.650,0.670,0.300,0,0,0,192937984,8392798208,24-05 20:34:48,1590363288.827
0,2,413,476,0,0,0,132,1,0.650,0.670,0.300,0,0,0,192937984,8392798208,24-05 20:34:49,1590363289.827
0,0,424,494,0,0,0,146,0,0.650,0.670,0.300,0,0,0,192937984,8392798208,24-05 20:34:50,1590363290.827
0,0,415,451,0,0,0,154,1,0.650,0.670,0.300,0,0,0,192937984,8392798208,24-05 20:34:51,1590363291.827
0,2,425,455,0,0,0,156,0,0.650,0.670,0.300,0,0,0,192937984,8392798208,24-05 20:34:52,1590363292.827
0,52,567,595,0,0,0,194,1,0.600,0.660,0.300,0,0,0,192937984,8392798208,24-05 20:34:53,1590363293.827
0,0,385,454,0,0,0,117,0,0.600,0.660,0.300,0,0,0,192937984,8392798208,24-05 20:34:54,1590363294.826
0,114,671,551,0,0,0,281,1,0.600,0.660,0.300,0,0,0,192937984,8392798208,24-05 20:34:55,1590363295.827
0,0,469,533,0,0,0,158,0,0.600,0.660,0.300,0,0,0,192937984,8392798208,24-05 20:34:56,1590363296.827
0,2,417,466,0,0,0,152,1,0.600,0.660,0.300,0,0,0,192937984,8392798208,24-05 20:34:57,1590363297.827
0,2,434,466,0,0,0,169,0,0.550,0.640,0.300,1,0,0,192937984,8392798208,24-05 20:34:58,1590363298.827
0,0,520,580,0,0,0,164,1,0.550,0.640,0.300,0,0,1,192937984,8392798208,24-05 20:34:59,1590363299.827
