"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-21-59-19.csv",,,,"Date:","24 May 2020 21:59:19 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.071,0.339,126.930,182.627,78.763,397.150,0.000,6.604,0.496,1.460,1.850,1.520,0,1,0.128,664227840,7921508352,24-05 21:59:19,1590368359.860
138,2,554,704,0,0,0,153,0,1.460,1.850,1.520,0,0,1,664227840,7921508352,24-05 21:59:20,1590368360.861
20,0,246,281,0,0,0,43,1,1.460,1.850,1.520,0,1,1,664227840,7921508352,24-05 21:59:21,1590368361.861
14,3,292,312,0,0,0,46,0,1.340,1.820,1.510,0,0,0,664227840,7921508352,24-05 21:59:22,1590368362.861
2,0,184,239,0,0,0,16,1,1.340,1.820,1.510,0,0,1,664227840,7921508352,24-05 21:59:23,1590368363.861
3,0,250,250,0,0,0,71,0,1.340,1.820,1.510,0,0,1,664227840,7921508352,24-05 21:59:24,1590368364.861
0,0,227,253,0,0,0,44,1,1.340,1.820,1.510,0,0,0,664227840,7921508352,24-05 21:59:25,1590368365.861
0,2,218,257,0,0,0,39,0,1.340,1.820,1.510,0,0,1,664227840,7921508352,24-05 21:59:26,1590368366.861
0,0,243,277,0,0,0,35,1,1.240,1.790,1.500,0,0,2,664227840,7921508352,24-05 21:59:27,1590368367.861
0,6,298,311,0,0,0,93,0,1.240,1.790,1.500,0,0,0,664227840,7921508352,24-05 21:59:28,1590368368.861
0,11,341,284,0,0,0,134,1,1.240,1.790,1.500,0,0,0,664227840,7921508352,24-05 21:59:29,1590368369.861
0,0,329,283,0,0,0,123,0,1.240,1.790,1.500,0,0,0,664227840,7921508352,24-05 21:59:30,1590368370.861
0,0,405,327,0,0,0,149,1,1.240,1.790,1.500,0,0,1,664227840,7921508352,24-05 21:59:31,1590368371.861
0,2,358,275,0,0,0,162,0,1.140,1.760,1.500,0,0,0,664227840,7921508352,24-05 21:59:32,1590368372.861
0,2,382,365,0,0,0,133,1,1.140,1.760,1.500,0,0,1,664227840,7921508352,24-05 21:59:33,1590368373.861
0,0,471,543,0,0,0,139,0,1.140,1.760,1.500,0,0,0,664227840,7921508352,24-05 21:59:34,1590368374.861
0,0,401,461,0,0,0,106,1,1.140,1.760,1.500,0,0,0,664227840,7921508352,24-05 21:59:35,1590368375.861
0,0,436,450,0,0,0,150,0,1.140,1.760,1.500,2,0,0,664227840,7921508352,24-05 21:59:36,1590368376.861
0,2,510,543,0,0,0,169,1,1.050,1.730,1.490,0,0,0,664227840,7921508352,24-05 21:59:37,1590368377.861
0,2,448,501,0,0,0,131,0,1.050,1.730,1.490,0,0,0,664227840,7921508352,24-05 21:59:38,1590368378.861
0,5,482,490,0,0,0,161,1,1.050,1.730,1.490,2,0,0,664227840,7921508352,24-05 21:59:39,1590368379.861
0,0,317,547,0,0,0,121,0,1.050,1.730,1.490,0,0,0,664227840,7921508352,24-05 21:59:40,1590368380.861
0,0,335,616,0,0,0,137,1,1.050,1.730,1.490,0,0,0,664227840,7921508352,24-05 21:59:41,1590368381.861
0,2,379,703,0,0,0,157,0,0.960,1.700,1.480,1,0,0,664227840,7921508352,24-05 21:59:42,1590368382.861
0,2,359,613,0,0,0,133,1,0.960,1.700,1.480,0,0,0,664227840,7921508352,24-05 21:59:43,1590368383.861
0,0,315,563,0,0,0,122,0,0.960,1.700,1.480,0,0,0,664227840,7921508352,24-05 21:59:44,1590368384.861
0,0,356,648,0,0,0,136,1,0.960,1.700,1.480,0,0,0,664227840,7921508352,24-05 21:59:45,1590368385.861
0,0,350,600,0,0,0,146,0,0.960,1.700,1.480,0,0,0,664227840,7921508352,24-05 21:59:46,1590368386.861
0,2,365,590,0,0,0,150,1,0.890,1.670,1.470,0,0,0,664227840,7921508352,24-05 21:59:47,1590368387.861
0,2,401,684,0,0,0,159,0,0.890,1.670,1.470,0,0,1,664227840,7921508352,24-05 21:59:48,1590368388.861
0,0,311,594,0,0,0,98,1,0.890,1.670,1.470,0,0,1,664227840,7921508352,24-05 21:59:49,1590368389.861
0,6,359,571,0,0,0,143,0,0.890,1.670,1.470,0,0,0,664227840,7921508352,24-05 21:59:50,1590368390.861
0,0,362,696,0,0,0,145,1,0.890,1.670,1.470,0,0,0,664227840,7921508352,24-05 21:59:51,1590368391.861
0,2,329,587,0,0,0,121,0,0.810,1.650,1.460,0,0,0,664227840,7921508352,24-05 21:59:52,1590368392.861
0,3,357,657,0,0,0,142,1,0.810,1.650,1.460,0,0,0,664227840,7921508352,24-05 21:59:53,1590368393.861
2,2,401,726,8192,0,0,150,0,0.810,1.650,1.460,0,0,0,664227840,7921508352,24-05 21:59:54,1590368394.861
0,0,341,562,0,0,0,139,1,0.810,1.650,1.460,0,0,0,664227840,7921508352,24-05 21:59:55,1590368395.861
0,0,351,642,0,0,0,148,0,0.810,1.650,1.460,0,0,0,664227840,7921508352,24-05 21:59:56,1590368396.861
0,2,339,624,0,0,0,132,1,0.750,1.620,1.450,0,0,0,664227840,7921508352,24-05 21:59:57,1590368397.861
0,2,362,618,0,0,0,135,0,0.750,1.620,1.450,0,0,0,664227840,7921508352,24-05 21:59:58,1590368398.861
0,84,507,690,0,0,0,195,1,0.750,1.620,1.450,0,0,0,664227840,7921508352,24-05 21:59:59,1590368399.861
