"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output dstat/05-24-2020-20-45-51.csv",,,,"Date:","24 May 2020 20:45:51 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.058,0.326,125.941,181.913,3.241,131.235,0.000,6.475,0.496,1.540,1.580,0.910,0,0,0.122,251658240,8334077952,24-05 20:45:51,1590363951.774
0,0,177,230,0,0,0,15,1,1.540,1.580,0.910,0,0,0,251658240,8334077952,24-05 20:45:52,1590363952.775
0,0,221,261,0,0,0,33,0,1.540,1.580,0.910,0,0,1,251658240,8334077952,24-05 20:45:53,1590363953.775
0,0,197,253,0,0,0,22,1,1.410,1.560,0.900,0,0,1,251658240,8334077952,24-05 20:45:54,1590363954.775
0,9,247,272,0,0,0,47,0,1.410,1.560,0.900,0,0,1,251658240,8334077952,24-05 20:45:55,1590363955.775
0,0,215,245,0,0,0,43,1,1.410,1.560,0.900,0,0,1,251658240,8334077952,24-05 20:45:56,1590363956.775
0,0,221,257,0,0,0,43,0,1.410,1.560,0.900,0,0,1,251658240,8334077952,24-05 20:45:57,1590363957.775
0,0,224,258,0,0,0,44,1,1.410,1.560,0.900,0,0,0,251658240,8334077952,24-05 20:45:58,1590363958.775
0,9,211,266,0,0,0,33,0,1.300,1.530,0.900,0,0,1,251658240,8334077952,24-05 20:45:59,1590363959.775
0,3,388,398,0,0,0,123,1,1.300,1.530,0.900,0,0,1,251658240,8334077952,24-05 20:46:00,1590363960.775
0,2,309,280,0,0,0,111,0,1.300,1.530,0.900,0,0,0,251658240,8334077952,24-05 20:46:01,1590363961.775
0,0,360,308,0,0,0,152,1,1.300,1.530,0.900,0,0,0,251658240,8334077952,24-05 20:46:02,1590363962.775
0,0,373,286,0,0,0,181,0,1.300,1.530,0.900,0,0,0,251658240,8334077952,24-05 20:46:03,1590363963.775
0,2,354,304,0,0,0,150,1,1.200,1.510,0.890,0,0,0,251658240,8334077952,24-05 20:46:04,1590363964.775
0,4,423,387,0,0,0,172,0,1.200,1.510,0.890,0,0,1,251658240,8334077952,24-05 20:46:05,1590363965.775
0,2,478,541,0,0,0,158,1,1.200,1.510,0.890,0,0,0,251658240,8334077952,24-05 20:46:06,1590363966.775
0,0,405,485,0,0,0,117,0,1.200,1.510,0.890,0,0,0,251658240,8334077952,24-05 20:46:07,1590363967.775
0,0,404,458,0,0,0,138,1,1.200,1.510,0.890,0,0,0,251658240,8334077952,24-05 20:46:08,1590363968.775
0,2,507,635,0,0,0,169,0,1.100,1.480,0.890,0,0,3,251658240,8334077952,24-05 20:46:09,1590363969.775
0,0,486,530,0,0,0,170,1,1.100,1.480,0.890,0,0,0,251658240,8334077952,24-05 20:46:10,1590363970.775
0,2,437,518,0,0,0,127,0,1.100,1.480,0.890,0,0,0,251658240,8334077952,24-05 20:46:11,1590363971.775
0,0,409,460,0,0,0,138,1,1.100,1.480,0.890,0,0,0,251658240,8334077952,24-05 20:46:12,1590363972.775
0,0,495,521,0,0,0,200,0,1.100,1.480,0.890,0,0,0,251658240,8334077952,24-05 20:46:13,1590363973.775
0,2,476,537,0,0,0,154,1,1.010,1.460,0.890,0,0,0,251658240,8334077952,24-05 20:46:14,1590363974.775
0,148,784,590,0,0,0,293,0,1.010,1.460,0.890,0,0,1,251658240,8334077952,24-05 20:46:15,1590363975.775
0,2,380,475,0,0,0,92,1,1.010,1.460,0.890,0,0,0,251658240,8334077952,24-05 20:46:16,1590363976.775
0,0,432,511,0,0,0,132,0,1.010,1.460,0.890,0,0,0,251658240,8334077952,24-05 20:46:17,1590363977.775
0,0,404,481,0,0,0,121,1,1.010,1.460,0.890,0,0,0,251658240,8334077952,24-05 20:46:18,1590363978.775
