"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/nanofilt/SEE_4C-8R_SRR11178052_06-04-2020-03-12-14.csv",,,,"Date:","04 Jun 2020 03:12:32 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.101,0.200,83.963,87.097,17.842,75.029,0.000,5.792,0.496,1.860,2.030,1.890,0,1,0.139,31125504,8554610688,04-06 03:12:32,1591251152.586
39,0,198,164,0,0,0,49,0,1.860,2.030,1.890,0,1,0,31125504,8554610688,04-06 03:12:33,1591251153.587
14,2,201,162,0,0,0,21,1,1.860,2.030,1.890,0,1,0,31125504,8554610688,04-06 03:12:34,1591251154.587
17,21,295,230,0,0,0,44,0,1.860,2.030,1.890,1,0,0,31125504,8554610688,04-06 03:12:35,1591251155.587
0,0,386,125,0,0,0,11,1,1.790,2.010,1.890,1,0,0,31125504,8554610688,04-06 03:12:36,1591251156.587
0,5,361,90,0,0,0,9,0,1.790,2.010,1.890,1,0,0,31125504,8554610688,04-06 03:12:37,1591251157.587
0,0,387,119,0,0,0,21,1,1.790,2.010,1.890,1,0,0,31125504,8554610688,04-06 03:12:38,1591251158.587
0,0,359,91,0,0,0,8,0,1.790,2.010,1.890,1,0,0,31125504,8554610688,04-06 03:12:39,1591251159.587
0,13,377,94,0,0,0,22,1,1.790,2.010,1.890,1,0,0,31125504,8554610688,04-06 03:12:40,1591251160.587
0,0,356,88,0,0,0,5,0,1.730,1.990,1.880,1,0,0,31125504,8554610688,04-06 03:12:41,1591251161.587
0,0,352,90,0,0,0,12,1,1.730,1.990,1.880,1,0,0,31125504,8554610688,04-06 03:12:42,1591251162.587
0,0,332,80,0,0,0,2,0,1.730,1.990,1.880,1,0,0,31125504,8554610688,04-06 03:12:43,1591251163.587
0,0,331,74,0,0,0,8,1,1.730,1.990,1.880,1,0,0,31125504,8554610688,04-06 03:12:44,1591251164.587
0,163,673,274,0,0,0,163,0,1.730,1.990,1.880,1,1,0,31125504,8554610688,04-06 03:12:45,1591251165.587
1,162,639,177,0,0,0,146,1,1.750,1.990,1.890,1,1,0,31125504,8554610688,04-06 03:12:46,1591251166.587
1,129,598,155,0,0,0,130,0,1.750,1.990,1.890,1,1,0,31125504,8554610688,04-06 03:12:47,1591251167.587
0,118,577,137,0,0,0,127,1,1.750,1.990,1.890,1,1,0,31125504,8554610688,04-06 03:12:48,1591251168.587
1,47,442,146,0,0,0,55,0,1.750,1.990,1.890,2,0,0,31125504,8554610688,04-06 03:12:49,1591251169.587
0,2,366,108,0,0,0,12,1,1.750,1.990,1.890,1,0,0,31125504,8554610688,04-06 03:12:50,1591251170.587
0,0,344,85,0,0,0,9,0,1.690,1.980,1.880,1,0,0,31125504,8554610688,04-06 03:12:51,1591251171.587
0,0,328,73,0,0,0,3,1,1.690,1.980,1.880,1,0,0,31125504,8554610688,04-06 03:12:52,1591251172.587
0,0,341,79,0,0,0,5,0,1.690,1.980,1.880,1,0,0,31125504,8554610688,04-06 03:12:53,1591251173.587
0,0,337,86,0,0,0,4,1,1.690,1.980,1.880,1,1,0,31125504,8554610688,04-06 03:12:54,1591251174.587
0,2,335,80,0,0,0,4,0,1.690,1.980,1.880,1,0,0,31125504,8554610688,04-06 03:12:55,1591251175.587
0,0,332,72,0,0,0,8,1,1.630,1.960,1.880,1,0,0,31125504,8554610688,04-06 03:12:56,1591251176.587
0,0,334,74,0,0,0,3,0,1.630,1.960,1.880,1,0,0,31125504,8554610688,04-06 03:12:57,1591251177.587
0,0,337,92,0,0,0,3,1,1.630,1.960,1.880,1,0,0,31125504,8554610688,04-06 03:12:58,1591251178.587
0,14,360,84,0,0,0,10,0,1.630,1.960,1.880,1,0,0,31125504,8554610688,04-06 03:12:59,1591251179.587
0,2,339,84,0,0,0,7,1,1.630,1.960,1.880,1,0,0,31125504,8554610688,04-06 03:13:00,1591251180.587
