"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/nanofilt/SEE_4C-8R_SRR11178052_06-04-2020-03-46-32.csv",,,,"Date:","04 Jun 2020 03:46:52 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.110,0.215,85.853,87.941,18.077,83.386,0.000,5.822,0.496,2.110,2.190,2.090,0,1,0.158,36925440,8548810752,04-06 03:46:52,1591253212.439
26,0,418,239,0,0,0,31,1,2.020,2.170,2.080,1,0,0,36925440,8548810752,04-06 03:46:53,1591253213.440
0,0,334,84,0,0,0,5,0,2.020,2.170,2.080,1,0,0,36925440,8548810752,04-06 03:46:54,1591253214.440
0,2,342,89,0,0,0,14,1,2.020,2.170,2.080,1,0,0,36925440,8548810752,04-06 03:46:55,1591253215.440
0,2,357,92,0,0,0,16,0,2.020,2.170,2.080,1,0,0,36925440,8548810752,04-06 03:46:56,1591253216.440
0,37,362,95,0,0,0,31,1,2.020,2.170,2.080,1,0,0,36925440,8548810752,04-06 03:46:57,1591253217.440
0,7,339,76,0,0,0,9,0,1.940,2.150,2.080,1,0,0,36925440,8548810752,04-06 03:46:58,1591253218.440
0,0,324,81,0,0,0,4,1,1.940,2.150,2.080,1,0,0,36925440,8548810752,04-06 03:46:59,1591253219.440
0,0,332,85,0,0,0,5,0,1.940,2.150,2.080,1,0,0,36925440,8548810752,04-06 03:47:00,1591253220.440
0,2,353,112,0,0,0,11,1,1.940,2.150,2.080,1,0,0,36925440,8548810752,04-06 03:47:01,1591253221.440
0,0,351,91,0,0,0,11,0,1.940,2.150,2.080,1,0,0,36925440,8548810752,04-06 03:47:02,1591253222.440
1,160,522,239,0,0,0,163,1,1.860,2.130,2.070,1,1,0,36925440,8548810752,04-06 03:47:03,1591253223.440
0,81,419,137,0,0,0,78,0,1.860,2.130,2.070,1,1,0,36925440,8548810752,04-06 03:47:04,1591253224.440
1,41,395,123,0,0,0,47,1,1.860,2.130,2.070,1,1,0,36925440,8548810752,04-06 03:47:05,1591253225.440
0,44,322,336,0,0,0,49,0,1.860,2.130,2.070,1,2,0,36925440,8548810752,04-06 03:47:06,1591253226.440
1,105,454,138,0,0,0,107,1,1.860,2.130,2.070,1,0,0,36925440,8548810752,04-06 03:47:07,1591253227.440
0,0,322,61,0,0,0,2,0,1.790,2.110,2.060,1,0,0,36925440,8548810752,04-06 03:47:08,1591253228.440
0,0,332,77,0,0,0,8,1,1.790,2.110,2.060,1,0,0,36925440,8548810752,04-06 03:47:09,1591253229.440
0,0,315,70,0,0,0,1,0,1.790,2.110,2.060,1,0,0,36925440,8548810752,04-06 03:47:10,1591253230.440
0,2,334,85,0,0,0,7,1,1.790,2.110,2.060,1,0,0,36925440,8548810752,04-06 03:47:11,1591253231.440
0,0,338,82,0,0,0,8,0,1.790,2.110,2.060,1,0,0,36925440,8548810752,04-06 03:47:12,1591253232.440
0,0,343,88,0,0,0,5,1,1.730,2.090,2.060,1,0,0,36925440,8548810752,04-06 03:47:13,1591253233.440
0,0,334,82,0,0,0,13,0,1.730,2.090,2.060,1,0,0,36925440,8548810752,04-06 03:47:14,1591253234.440
0,0,338,84,0,0,0,9,1,1.730,2.090,2.060,1,0,0,36925440,8548810752,04-06 03:47:15,1591253235.440
0,2,328,82,0,0,0,5,0,1.730,2.090,2.060,1,0,0,36925440,8548810752,04-06 03:47:16,1591253236.440
0,0,328,74,0,0,0,3,1,1.730,2.090,2.060,1,0,0,36925440,8548810752,04-06 03:47:17,1591253237.440
0,0,334,82,0,0,0,7,0,1.670,2.070,2.050,1,0,0,36925440,8548810752,04-06 03:47:18,1591253238.440
