"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/nanofilt/SEE_4C-8R_SRR11178050_06-04-2020-03-35-44.csv",,,,"Date:","04 Jun 2020 03:36:08 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.109,0.211,85.295,87.655,18.016,82.993,0.000,5.815,0.496,1.960,2.480,2.230,1,0,0.152,36655104,8549081088,04-06 03:36:08,1591252568.785
226,8,589,867,0,0,0,203,1,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:09,1591252569.786
0,0,331,81,0,0,0,9,0,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:10,1591252570.786
0,2,346,94,0,0,0,6,1,1.960,2.480,2.230,1,0,0,36655104,8549081088,04-06 03:36:11,1591252571.786
0,0,346,88,0,0,0,15,0,1.890,2.450,2.220,1,0,0,36655104,8549081088,04-06 03:36:12,1591252572.786
0,2,342,86,0,0,0,10,1,1.890,2.450,2.220,1,0,0,36655104,8549081088,04-06 03:36:13,1591252573.786
0,2,353,99,0,0,0,6,0,1.890,2.450,2.220,1,0,0,36655104,8549081088,04-06 03:36:14,1591252574.786
0,0,327,78,0,0,0,3,1,1.890,2.450,2.220,1,0,0,36655104,8549081088,04-06 03:36:15,1591252575.786
0,0,349,86,0,0,0,9,0,1.890,2.450,2.220,1,0,0,36655104,8549081088,04-06 03:36:16,1591252576.786
0,0,330,80,0,0,0,4,1,1.810,2.430,2.210,1,0,0,36655104,8549081088,04-06 03:36:17,1591252577.786
0,2,351,102,0,0,0,11,0,1.810,2.430,2.210,1,0,0,36655104,8549081088,04-06 03:36:18,1591252578.786
1,277,872,355,0,0,0,271,1,1.810,2.430,2.210,1,1,0,36655104,8549081088,04-06 03:36:19,1591252579.786
1,166,666,174,0,0,0,165,0,1.810,2.430,2.210,1,1,0,36655104,8549081088,04-06 03:36:20,1591252580.786
0,38,421,98,0,0,0,43,1,1.810,2.430,2.210,1,0,0,36655104,8549081088,04-06 03:36:21,1591252581.786
0,0,352,101,0,0,0,12,0,1.750,2.400,2.200,1,0,0,36655104,8549081088,04-06 03:36:22,1591252582.786
