"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/canu/SEE_4C-8R_SRR11178052_06-04-2020-03-29-36.csv",,,,"Date:","04 Jun 2020 03:31:42 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.106,0.209,84.955,87.518,17.902,80.232,0.000,5.810,0.496,1.160,1.830,1.930,1,0,0.149,35074048,8550662144,04-06 03:31:42,1591252302.653
0,4,2364,2569,0,0,0,19,1,1.160,1.830,1.930,1,0,94,35074048,8550662144,04-06 03:31:43,1591252303.654
0,0,282,76,0,0,0,3,0,1.160,1.830,1.930,1,0,0,35074048,8550662144,04-06 03:31:44,1591252304.654
0,2,303,97,0,0,0,11,1,1.160,1.830,1.930,1,0,0,35074048,8550662144,04-06 03:31:45,1591252305.654
0,0,330,162,0,0,0,3,0,1.160,1.830,1.930,1,0,10,35074048,8550662144,04-06 03:31:46,1591252306.654
0,2,2426,2737,0,0,0,7,1,1.230,1.840,1.930,2,0,100,35074048,8550662144,04-06 03:31:47,1591252307.654
0,2,616,344,0,0,0,13,0,1.230,1.840,1.930,2,0,1,35074048,8550662144,04-06 03:31:48,1591252308.654
0,1,1623,1408,0,0,0,3,1,1.230,1.840,1.930,1,0,54,35074048,8550662144,04-06 03:31:49,1591252309.654
0,17,2228,2270,0,0,0,12,0,1.230,1.840,1.930,2,0,90,35074048,8550662144,04-06 03:31:50,1591252310.654
0,0,2278,3008,0,0,0,15,1,1.230,1.840,1.930,5,0,5,35074048,8550662144,04-06 03:31:51,1591252311.654
0,0,1287,735,0,0,0,2,0,1.610,1.910,1.950,4,0,0,35074048,8550662144,04-06 03:31:52,1591252312.654
0,3,1186,400,0,0,0,17,1,1.610,1.910,1.950,4,0,3,35074048,8550662144,04-06 03:31:53,1591252313.654
0,2,1105,308,0,0,0,6,0,1.610,1.910,1.950,4,0,0,35074048,8550662144,04-06 03:31:54,1591252314.654
0,0,1111,302,0,0,0,15,1,1.610,1.910,1.950,4,0,0,35074048,8550662144,04-06 03:31:55,1591252315.654
