"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/canu/SEE_4C-8R_SRR11178050_06-04-2020-02-41-02.csv",,,,"Date:","04 Jun 2020 02:42:50 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.085,0.187,82.415,86.329,17.566,50.254,0.000,5.758,0.496,1.230,2.040,1.540,1,0,0.124,12447744,8573288448,04-06 02:42:50,1591249370.588
3,4,2389,2505,0,0,0,8,0,1.230,2.040,1.540,1,0,94,12447744,8573288448,04-06 02:42:51,1591249371.589
0,0,312,75,0,0,0,4,1,1.230,2.040,1.540,1,0,0,12447744,8573288448,04-06 02:42:52,1591249372.589
0,0,317,80,0,0,0,4,0,1.230,2.040,1.540,1,0,0,12447744,8573288448,04-06 02:42:53,1591249373.589
0,2,2357,2467,0,0,0,8,1,1.210,2.020,1.540,1,0,97,12447744,8573288448,04-06 02:42:54,1591249374.589
0,2,1879,4377,0,0,0,3,0,1.210,2.020,1.540,1,0,59,12447744,8573288448,04-06 02:42:55,1591249375.589
0,5,928,606,0,0,0,14,1,1.210,2.020,1.540,1,0,39,12447744,8573288448,04-06 02:42:56,1591249376.589
24,1,2274,2469,0,0,0,28,0,1.210,2.020,1.540,1,0,60,12447744,8573288448,04-06 02:42:57,1591249377.589
34,0,650,1066,0,0,0,44,1,1.210,2.020,1.540,0,1,4,12447744,8573288448,04-06 02:42:58,1591249378.589
9,0,1711,1960,0,0,0,16,0,1.600,2.080,1.560,6,0,1,12447744,8573288448,04-06 02:42:59,1591249379.589
0,2,1223,668,0,0,0,8,1,1.600,2.080,1.560,4,0,0,12447744,8573288448,04-06 02:43:00,1591249380.589
0,25,1182,421,0,0,0,28,0,1.600,2.080,1.560,4,1,3,12447744,8573288448,04-06 02:43:01,1591249381.589
0,29,1156,323,0,0,0,34,1,1.600,2.080,1.560,4,2,0,12447744,8573288448,04-06 02:43:02,1591249382.589
0,29,1154,280,0,0,0,38,0,1.600,2.080,1.560,4,0,0,12447744,8573288448,04-06 02:43:03,1591249383.589
0,0,1094,259,0,0,0,10,1,1.790,2.120,1.570,4,0,0,12447744,8573288448,04-06 02:43:04,1591249384.589
0,0,1091,249,0,0,0,10,0,1.790,2.120,1.570,4,0,0,12447744,8573288448,04-06 02:43:05,1591249385.589
