"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/canu/SEE_4C-8R_SRR11178051_06-04-2020-03-38-45.csv",,,,"Date:","04 Jun 2020 03:43:08 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.110,0.214,85.554,87.772,18.072,82.947,0.000,5.820,0.496,1.060,1.520,1.870,1,0,0.155,36655104,8549081088,04-06 03:43:08,1591252988.021
0,4,2383,2537,0,0,0,15,1,1.060,1.520,1.870,1,0,94,36655104,8549081088,04-06 03:43:09,1591252989.022
0,2,335,86,0,0,0,3,0,1.060,1.520,1.870,1,0,0,36655104,8549081088,04-06 03:43:10,1591252990.022
0,0,332,93,0,0,0,4,1,1.060,1.520,1.870,1,0,0,36655104,8549081088,04-06 03:43:11,1591252991.022
0,0,325,76,0,0,0,9,0,1.060,1.520,1.870,1,0,0,36655104,8549081088,04-06 03:43:12,1591252992.022
0,0,319,76,0,0,0,4,1,1.050,1.510,1.860,1,0,0,36655104,8549081088,04-06 03:43:13,1591252993.022
0,0,321,78,0,0,0,11,0,1.050,1.510,1.860,1,0,0,36655104,8549081088,04-06 03:43:14,1591252994.022
0,4,342,104,0,0,0,13,1,1.050,1.510,1.860,1,0,0,36655104,8549081088,04-06 03:43:15,1591252995.022
0,0,330,89,0,0,0,5,0,1.050,1.510,1.860,1,0,0,36655104,8549081088,04-06 03:43:16,1591252996.022
0,2,2365,2513,0,0,0,7,1,1.050,1.510,1.860,1,0,97,36655104,8549081088,04-06 03:43:17,1591252997.022
0,0,868,1024,0,0,0,9,0,1.050,1.500,1.860,0,0,13,36655104,8549081088,04-06 03:43:18,1591252998.022
0,1,1379,1205,0,0,0,6,1,1.050,1.500,1.860,1,0,47,36655104,8549081088,04-06 03:43:19,1591252999.022
0,21,1034,647,0,0,0,31,0,1.050,1.500,1.860,1,0,50,36655104,8549081088,04-06 03:43:20,1591253000.022
0,1,3104,3926,0,0,0,7,1,1.050,1.500,1.860,6,0,53,36655104,8549081088,04-06 03:43:21,1591253001.022
0,0,1382,1140,0,0,0,3,0,1.050,1.500,1.860,6,0,0,36655104,8549081088,04-06 03:43:22,1591253002.022
0,2,1241,690,0,0,0,5,1,1.280,1.540,1.870,4,0,3,36655104,8549081088,04-06 03:43:23,1591253003.022
0,0,1121,319,0,0,0,14,0,1.280,1.540,1.870,4,0,0,36655104,8549081088,04-06 03:43:24,1591253004.022
0,0,1085,256,0,0,0,9,1,1.280,1.540,1.870,5,0,0,36655104,8549081088,04-06 03:43:25,1591253005.022
0,2,1105,299,0,0,0,10,0,1.280,1.540,1.870,4,0,0,36655104,8549081088,04-06 03:43:26,1591253006.022
0,0,1096,272,0,0,0,9,1,1.280,1.540,1.870,4,0,0,36655104,8549081088,04-06 03:43:27,1591253007.022
0,0,1052,155,0,0,0,5,0,1.500,1.580,1.880,4,0,0,36655104,8549081088,04-06 03:43:28,1591253008.022
0,0,1083,239,0,0,0,4,1,1.500,1.580,1.880,4,0,0,36655104,8549081088,04-06 03:43:29,1591253009.022
0,0,1074,224,0,0,0,1,0,1.500,1.580,1.880,4,0,0,36655104,8549081088,04-06 03:43:30,1591253010.022
0,0,1054,201,0,0,0,3,1,1.500,1.580,1.880,4,0,0,36655104,8549081088,04-06 03:43:31,1591253011.022
0,2,1083,230,0,0,0,10,0,1.500,1.580,1.880,4,0,0,36655104,8549081088,04-06 03:43:32,1591253012.022
0,0,1060,182,0,0,0,4,1,1.700,1.620,1.890,4,0,0,36655104,8549081088,04-06 03:43:33,1591253013.022
0,2,2785,3107,0,0,0,3,0,1.700,1.620,1.890,2,0,63,36655104,8549081088,04-06 03:43:34,1591253014.022
0,16,1926,2400,0,0,0,20,1,1.700,1.620,1.890,5,0,1,36655104,8549081088,04-06 03:43:35,1591253015.022
0,0,1302,797,0,0,0,10,0,1.700,1.620,1.890,4,0,3,36655104,8549081088,04-06 03:43:36,1591253016.022
0,0,1134,361,0,0,0,11,1,1.700,1.620,1.890,4,0,0,36655104,8549081088,04-06 03:43:37,1591253017.022
0,2,1092,265,0,0,0,4,0,1.890,1.660,1.910,4,0,0,36655104,8549081088,04-06 03:43:38,1591253018.022
0,0,1102,312,0,0,0,9,0,1.890,1.660,1.910,4,0,0,36655104,8549081088,04-06 03:43:39,1591253019.022
0,25,1136,254,0,0,0,29,1,1.890,1.660,1.910,4,1,0,36655104,8549081088,04-06 03:43:40,1591253020.022
1,125,1303,248,0,0,0,129,0,1.890,1.660,1.910,4,0,0,36655104,8549081088,04-06 03:43:41,1591253021.022
0,0,1087,221,0,0,0,9,1,1.890,1.660,1.910,4,0,0,36655104,8549081088,04-06 03:43:42,1591253022.022
0,0,1068,221,0,0,0,3,0,2.060,1.700,1.920,4,0,0,36655104,8549081088,04-06 03:43:43,1591253023.022
0,2,1101,229,0,0,0,19,1,2.060,1.700,1.920,4,0,0,36655104,8549081088,04-06 03:43:44,1591253024.025
0,0,1079,225,0,0,0,9,0,2.060,1.700,1.920,4,0,0,36655104,8549081088,04-06 03:43:45,1591253025.022
0,0,1065,186,0,0,0,4,1,2.060,1.700,1.920,4,0,0,36655104,8549081088,04-06 03:43:46,1591253026.022
0,2,1800,1613,0,0,0,4,0,2.060,1.700,1.920,1,0,41,36655104,8549081088,04-06 03:43:47,1591253027.022
0,0,2744,3446,0,0,0,9,1,2.050,1.710,1.920,6,0,23,36655104,8549081088,04-06 03:43:48,1591253028.022
0,0,1241,745,0,0,0,4,0,2.050,1.710,1.920,4,0,0,36655104,8549081088,04-06 03:43:49,1591253029.022
0,4,1149,392,0,0,0,14,1,2.050,1.710,1.920,4,0,3,36655104,8549081088,04-06 03:43:50,1591253030.022
0,0,1088,300,0,0,0,2,0,2.050,1.710,1.920,4,0,0,36655104,8549081088,04-06 03:43:51,1591253031.022
0,6,1107,252,0,0,0,9,1,2.050,1.710,1.920,4,0,0,36655104,8549081088,04-06 03:43:52,1591253032.022
0,2,1087,249,0,0,0,4,0,2.210,1.740,1.930,4,0,0,36655104,8549081088,04-06 03:43:53,1591253033.022
0,0,1067,206,0,0,0,10,1,2.210,1.740,1.930,4,0,0,36655104,8549081088,04-06 03:43:54,1591253034.022
0,0,1056,186,0,0,0,8,0,2.210,1.740,1.930,4,0,0,36655104,8549081088,04-06 03:43:55,1591253035.022
0,2,1077,219,0,0,0,13,1,2.210,1.740,1.930,4,0,0,36655104,8549081088,04-06 03:43:56,1591253036.022
0,17,1230,526,0,0,0,25,0,2.210,1.740,1.930,1,0,21,36655104,8549081088,04-06 03:43:57,1591253037.022
0,1,3756,4953,0,0,0,3,1,2.110,1.730,1.920,6,0,54,36655104,8549081088,04-06 03:43:58,1591253038.022
0,0,1249,860,0,0,0,7,0,2.110,1.730,1.920,5,0,6,36655104,8549081088,04-06 03:43:59,1591253039.022
0,0,1076,265,0,0,0,3,1,2.110,1.730,1.920,4,0,0,36655104,8549081088,04-06 03:44:00,1591253040.022
0,0,1106,326,0,0,0,5,0,2.110,1.730,1.920,4,0,0,36655104,8549081088,04-06 03:44:01,1591253041.022
1,30,1363,754,0,0,0,39,1,2.110,1.730,1.920,4,0,1,36655104,8549081088,04-06 03:44:02,1591253042.022
0,2,1211,765,0,0,0,5,0,2.260,1.770,1.930,5,0,0,36655104,8549081088,04-06 03:44:03,1591253043.022
0,0,1170,517,0,0,0,4,1,2.260,1.770,1.930,4,0,0,36655104,8549081088,04-06 03:44:04,1591253044.022
0,0,1058,196,0,0,0,2,0,2.260,1.770,1.930,4,0,0,36655104,8549081088,04-06 03:44:05,1591253045.022
0,0,1085,298,0,0,0,8,1,2.260,1.770,1.930,6,0,0,36655104,8549081088,04-06 03:44:06,1591253046.022
0,3,1093,296,0,0,0,11,0,2.260,1.770,1.930,4,0,0,36655104,8549081088,04-06 03:44:07,1591253047.022
0,0,1050,146,0,0,0,6,1,2.400,1.810,1.950,4,0,0,36655104,8549081088,04-06 03:44:08,1591253048.022
0,0,1059,169,0,0,0,10,0,2.400,1.810,1.950,4,0,0,36655104,8549081088,04-06 03:44:09,1591253049.022
0,0,847,373,0,0,0,4,1,2.400,1.810,1.950,5,0,4,36655104,8549081088,04-06 03:44:10,1591253050.022
0,0,1088,312,0,0,0,4,0,2.400,1.810,1.950,4,0,0,36655104,8549081088,04-06 03:44:11,1591253051.022
0,32,1120,210,0,0,0,41,1,2.400,1.810,1.950,4,0,0,36655104,8549081088,04-06 03:44:12,1591253052.022
0,0,1060,197,0,0,0,2,0,2.530,1.840,1.960,4,0,0,36655104,8549081088,04-06 03:44:13,1591253053.022
0,48,1095,426,0,221184,0,54,1,2.530,1.840,1.960,6,0,0,36925440,8548810752,04-06 03:44:14,1591253054.022
0,18,1119,305,0,77824,0,29,0,2.530,1.840,1.960,4,0,0,36925440,8548810752,04-06 03:44:15,1591253055.022
0,0,1046,145,0,0,0,3,1,2.530,1.840,1.960,4,0,0,36925440,8548810752,04-06 03:44:16,1591253056.022
0,4,1067,189,0,0,0,7,0,2.530,1.840,1.960,4,0,0,36925440,8548810752,04-06 03:44:17,1591253057.022
0,0,1059,165,0,0,0,11,1,2.650,1.880,1.970,4,0,0,36925440,8548810752,04-06 03:44:18,1591253058.022
0,0,1054,167,0,0,0,4,0,2.650,1.880,1.970,4,0,0,36925440,8548810752,04-06 03:44:19,1591253059.022
0,0,1033,188,0,0,0,11,1,2.650,1.880,1.970,4,0,0,36925440,8548810752,04-06 03:44:20,1591253060.022
0,0,1084,242,0,0,0,4,0,2.650,1.880,1.970,4,0,0,36925440,8548810752,04-06 03:44:21,1591253061.022
0,0,1048,150,0,0,0,4,1,2.650,1.880,1.970,4,0,0,36925440,8548810752,04-06 03:44:22,1591253062.022
0,2,1061,188,0,0,0,7,0,2.760,1.910,1.980,4,0,0,36925440,8548810752,04-06 03:44:23,1591253063.022
0,3,1055,208,0,12288,0,13,1,2.760,1.910,1.980,4,0,0,36925440,8548810752,04-06 03:44:24,1591253064.022
0,0,1067,182,0,0,0,11,0,2.760,1.910,1.980,4,0,0,36925440,8548810752,04-06 03:44:25,1591253065.022
0,5,1064,146,0,0,0,15,1,2.760,1.910,1.980,4,0,0,36925440,8548810752,04-06 03:44:26,1591253066.022
0,0,1066,229,0,0,0,8,0,2.760,1.910,1.980,4,0,0,36925440,8548810752,04-06 03:44:27,1591253067.022
0,24,1091,165,0,0,0,26,1,2.860,1.950,1.990,4,0,0,36925440,8548810752,04-06 03:44:28,1591253068.022
0,2,1051,151,0,0,0,4,0,2.860,1.950,1.990,2,0,0,36925440,8548810752,04-06 03:44:29,1591253069.022
0,5,833,355,0,36864,0,6,1,2.860,1.950,1.990,4,0,4,36925440,8548810752,04-06 03:44:30,1591253070.022
0,1,1065,136,0,0,0,4,0,2.860,1.950,1.990,4,0,0,36925440,8548810752,04-06 03:44:31,1591253071.022
0,0,1055,147,0,0,0,13,1,2.860,1.950,1.990,4,0,0,36925440,8548810752,04-06 03:44:32,1591253072.022
0,13,1020,159,0,0,0,17,0,2.950,1.980,2,3,0,0,36925440,8548810752,04-06 03:44:33,1591253073.022
0,0,1048,205,0,0,0,3,1,2.950,1.980,2,4,0,0,36925440,8548810752,04-06 03:44:34,1591253074.022
0,2,1048,156,0,0,0,9,0,2.950,1.980,2,4,0,0,36925440,8548810752,04-06 03:44:35,1591253075.022
0,0,1053,172,0,0,0,14,1,2.950,1.980,2,3,0,0,36925440,8548810752,04-06 03:44:36,1591253076.022
0,2,1039,236,0,0,0,17,0,2.950,1.980,2,4,0,0,36925440,8548810752,04-06 03:44:37,1591253077.022
0,44,1128,201,0,0,0,46,1,3.190,2.050,2.020,4,1,0,36925440,8548810752,04-06 03:44:38,1591253078.022
1,13,1075,152,0,0,0,24,0,3.190,2.050,2.020,4,0,0,36925440,8548810752,04-06 03:44:39,1591253079.022
0,0,1057,196,0,0,0,4,1,3.190,2.050,2.020,4,0,0,36925440,8548810752,04-06 03:44:40,1591253080.022
0,2,1052,155,0,0,0,7,0,3.190,2.050,2.020,4,0,0,36925440,8548810752,04-06 03:44:41,1591253081.022
0,0,1048,140,0,0,0,9,1,3.190,2.050,2.020,4,0,0,36925440,8548810752,04-06 03:44:42,1591253082.022
0,0,1040,144,0,0,0,3,0,3.260,2.080,2.030,4,0,0,36925440,8548810752,04-06 03:44:43,1591253083.022
3,2,961,386,0,0,0,18,1,3.260,2.080,2.030,1,0,2,36925440,8548810752,04-06 03:44:44,1591253084.022
