"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/canu/SEE_4C-8R_SRR11178051_06-04-2020-02-44-04.csv",,,,"Date:","04 Jun 2020 02:49:01 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.090,0.190,82.656,86.455,17.794,50.229,0.000,5.766,0.496,1.120,1.540,1.510,1,0,0.126,12447744,8573288448,04-06 02:49:01,1591249741.776
1,64,2483,2584,0,0,0,70,0,1.120,1.540,1.510,1,1,94,12447744,8573288448,04-06 02:49:02,1591249742.777
0,44,442,102,0,0,0,48,1,1.120,1.540,1.510,1,0,0,12447744,8573288448,04-06 02:49:03,1591249743.777
0,0,383,134,0,0,0,44,0,1.110,1.530,1.500,1,0,0,12447744,8573288448,04-06 02:49:04,1591249744.777
0,0,337,88,0,0,0,7,1,1.110,1.530,1.500,1,0,0,12447744,8573288448,04-06 02:49:05,1591249745.777
0,0,350,100,0,0,0,11,0,1.110,1.530,1.500,1,0,0,12447744,8573288448,04-06 02:49:06,1591249746.777
0,4,363,113,0,0,0,12,1,1.110,1.530,1.500,1,0,0,12447744,8573288448,04-06 02:49:07,1591249747.777
0,0,352,82,0,0,0,9,0,1.110,1.530,1.500,1,0,0,12447744,8573288448,04-06 02:49:08,1591249748.777
0,0,387,107,0,0,0,10,1,1.100,1.520,1.500,1,0,0,12447744,8573288448,04-06 02:49:09,1591249749.777
0,1,1394,1353,0,0,0,12,0,1.100,1.520,1.500,1,0,54,12447744,8573288448,04-06 02:49:10,1591249750.777
0,1,1743,2110,0,0,0,3,1,1.100,1.520,1.500,2,0,56,12447744,8573288448,04-06 02:49:11,1591249751.777
0,4,556,318,0,0,0,7,0,1.100,1.520,1.500,1,0,12,12447744,8573288448,04-06 02:49:12,1591249752.777
0,1,1644,1403,0,0,0,5,1,1.100,1.520,1.500,1,0,48,12447744,8573288448,04-06 02:49:13,1591249753.777
0,1,2315,2479,0,0,0,15,0,1.010,1.500,1.490,2,0,85,12447744,8573288448,04-06 02:49:14,1591249754.777
0,0,2102,2692,0,0,0,8,1,1.010,1.500,1.490,6,0,5,12447744,8573288448,04-06 02:49:15,1591249755.777
1,2,1405,1013,0,0,0,61,0,1.010,1.500,1.490,4,0,8,12447744,8573288448,04-06 02:49:16,1591249756.777
0,0,1242,488,0,0,0,89,1,1.010,1.500,1.490,4,0,3,12447744,8573288448,04-06 02:49:17,1591249757.777
0,25,1188,358,0,0,0,49,0,1.010,1.500,1.490,4,0,0,12447744,8573288448,04-06 02:49:18,1591249758.777
0,0,1084,271,0,0,0,1,1,1.250,1.540,1.510,5,0,0,12447744,8573288448,04-06 02:49:19,1591249759.777
0,0,1077,244,0,0,0,5,0,1.250,1.540,1.510,4,0,0,12447744,8573288448,04-06 02:49:20,1591249760.777
1,6,1076,216,0,0,0,12,1,1.250,1.540,1.510,4,0,0,12447744,8573288448,04-06 02:49:21,1591249761.777
0,0,1061,206,0,0,0,6,0,1.250,1.540,1.510,4,0,0,12447744,8573288448,04-06 02:49:22,1591249762.777
0,2,1066,193,0,0,0,4,1,1.250,1.540,1.510,4,0,0,12447744,8573288448,04-06 02:49:23,1591249763.777
0,13,1094,277,0,69632,0,15,0,1.250,1.540,1.510,4,0,0,12709888,8573026304,04-06 02:49:24,1591249764.777
0,21,1206,386,0,102400,0,61,1,1.470,1.580,1.520,4,0,0,12709888,8573026304,04-06 02:49:25,1591249765.777
0,28,1151,304,0,131072,0,32,0,1.470,1.580,1.520,4,0,0,12972032,8572764160,04-06 02:49:26,1591249766.777
4,28,1321,542,0,155648,0,39,1,1.470,1.580,1.520,0,1,1,12972032,8572764160,04-06 02:49:27,1591249767.777
112,1,2582,4261,0,0,0,115,0,1.470,1.580,1.520,0,1,22,12972032,8572764160,04-06 02:49:28,1591249768.777
33,1,1373,1909,0,0,0,46,1,1.470,1.580,1.520,0,1,10,12972032,8572764160,04-06 02:49:29,1591249769.777
10,2,1464,1413,0,0,0,16,0,1.430,1.570,1.520,0,1,26,12972032,8572764160,04-06 02:49:30,1591249770.777
40,0,1228,1933,0,0,0,44,1,1.430,1.570,1.520,2,1,5,12972032,8572764160,04-06 02:49:31,1591249771.777
3,0,1248,1005,0,0,0,9,0,1.430,1.570,1.520,5,0,0,12972032,8572764160,04-06 02:49:32,1591249772.777
0,12,1217,579,0,0,0,21,1,1.430,1.570,1.520,5,1,3,12972032,8572764160,04-06 02:49:33,1591249773.777
2,49,1225,417,0,0,0,65,0,1.430,1.570,1.520,3,1,0,12972032,8572764160,04-06 02:49:34,1591249774.777
