"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","S650SV068",,,,"User:","root"
"Cmdline:","dstat -C -D -N -m -r -y -g -i -l -p -s -t -T --noheaders --output /home/matheus/sars-cov-2-workflow/workflow/dstat/canu/SEE_4C-8R_SRR11178050_06-04-2020-03-18-26.csv",,,,"Date:","04 Jun 2020 03:20:21 -03"
"io/total",,"system",,"paging",,"interrupts",,,"load avg",,,"procs",,,"swap",,"system","epoch"
"read","writ","int","csw","in","out","12","18","56","1m","5m","15m","run","blk","new","used","free","time","epoch"
0.104,0.204,84.380,87.233,17.919,76.006,0.000,5.799,0.496,1.200,2.020,2.010,1,0,0.142,31920128,8553816064,04-06 03:20:21,1591251621.501
0,4,2383,2553,0,0,0,10,1,1.200,2.020,2.010,1,0,94,31920128,8553816064,04-06 03:20:22,1591251622.502
0,2,348,80,0,0,0,10,0,1.200,2.020,2.010,1,0,0,31920128,8553816064,04-06 03:20:23,1591251623.502
0,21,371,93,0,0,0,12,1,1.200,2.020,2.010,1,0,0,31920128,8553816064,04-06 03:20:24,1591251624.502
0,2,2389,2552,0,0,0,5,0,1.200,2.020,2.010,1,0,105,31920128,8553816064,04-06 03:20:25,1591251625.502
0,1,2081,4399,0,0,0,5,1,1.180,2.010,2,1,0,52,31920128,8553816064,04-06 03:20:26,1591251626.502
1,2,1612,1417,0,0,0,6,0,1.180,2.010,2,1,0,70,31920128,8553816064,04-06 03:20:27,1591251627.502
0,1,2703,3423,0,0,0,14,1,1.180,2.010,2,6,0,33,31920128,8553816064,04-06 03:20:28,1591251628.502
0,56,1424,907,0,0,0,61,0,1.180,2.010,2,4,0,0,31920128,8553816064,04-06 03:20:29,1591251629.502
0,21,1203,411,0,0,0,53,1,1.180,2.010,2,4,0,3,31920128,8553816064,04-06 03:20:30,1591251630.502
0,0,1096,296,0,0,0,4,0,1.410,2.040,2.010,4,0,0,31920128,8553816064,04-06 03:20:31,1591251631.502
0,0,1113,298,0,0,0,19,1,1.410,2.040,2.010,4,0,0,31920128,8553816064,04-06 03:20:32,1591251632.502
0,2,1058,182,0,0,0,5,0,1.410,2.040,2.010,4,0,0,31920128,8553816064,04-06 03:20:33,1591251633.502
0,0,1080,264,0,0,0,10,1,1.410,2.040,2.010,4,0,0,31920128,8553816064,04-06 03:20:34,1591251634.502
0,2,1094,295,0,0,0,8,0,1.410,2.040,2.010,4,0,0,31920128,8553816064,04-06 03:20:35,1591251635.502
0,0,1080,233,0,0,0,4,1,1.610,2.070,2.020,4,0,0,31920128,8553816064,04-06 03:20:36,1591251636.502
0,0,1070,219,0,0,0,10,0,1.610,2.070,2.020,4,0,0,31920128,8553816064,04-06 03:20:37,1591251637.502
0,0,1091,268,0,0,0,10,1,1.610,2.070,2.020,4,0,0,31920128,8553816064,04-06 03:20:38,1591251638.502
2,0,1132,227,0,0,0,75,0,1.610,2.070,2.020,4,0,0,31920128,8553816064,04-06 03:20:39,1591251639.502
0,4,3257,4147,0,0,0,14,1,1.610,2.070,2.020,4,0,71,31920128,8553816064,04-06 03:20:40,1591251640.502
0,0,1691,1500,0,0,0,11,0,1.890,2.120,2.040,5,0,4,31920128,8553816064,04-06 03:20:41,1591251641.502
0,0,1255,503,0,0,0,7,1,1.890,2.120,2.040,4,0,6,31920128,8553816064,04-06 03:20:42,1591251642.502
0,3,1118,267,0,0,0,12,0,1.890,2.120,2.040,4,0,0,31920128,8553816064,04-06 03:20:43,1591251643.502
0,0,1294,779,0,0,0,6,1,1.890,2.120,2.040,3,0,1,31920128,8553816064,04-06 03:20:44,1591251644.502
0,4,1234,826,0,0,0,8,0,1.890,2.120,2.040,6,0,0,31920128,8553816064,04-06 03:20:45,1591251645.502
0,0,1115,376,0,0,0,11,1,2.060,2.150,2.050,4,0,0,31920128,8553816064,04-06 03:20:46,1591251646.502
